Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Priest Lauderdale;;;;;;;;;;;;;;;;;;;712200;630000;548000;;;;;;
Primoz Brezec;;;;;;;;1107572;;2750000;2750000;2750000;1554326;861600;805320;749160;;;;;;;;;;;
Quentin Richardson;;;;2808600;2627400;2446600;2265000;9352400;8685500;8105500;7525500;6940000;5800000;1805735;1174080;1097520;1020960;;;;;;;;;;
Quincy Acy;1050961;981348;915243;788872;665000;;;;;;;;;;;;;;;;;;;;;;
Quincy Douby;;;;;;;;85519;1427040;1333920;1240920;;;;;;;;;;;;;;;;
Quincy Ford;75000;;;;;;;;;;;;;;;;;;;;;;;;;;
Quincy Lewis;;;;;;;;;;;;;;202341;;1070280;1000440;930720;;;;;;;;;
Quincy Miller;;;290724;788872;473604;;;;;;;;;;;;;;;;;;;;;;
Quincy Pondexter;3617978;3382023;3146068;2225479;1234320;1153800;1073280;;;;;;;;;;;;;;;;;;;;
Quintin Dailey;;;;;;;;;;;;;;;;;;;;;;;;;;425000;425000
Quinton Ross;;;;;;;1146337;1033342;854957;826046;771331;700000;620046;;;;;;;;;;;;;;
Qyntel Woods;;;;;;;;;;;;599834;1127280;1053720;980280;;;;;;;;;;;;
R.J. Hunter;1200240;1148640;;;;;;;;;;;;;;;;;;;;;;;;;
Radisav Curcic;;;;;;;;;;;;;;;;;;;;;;;;;140000;;
Raef LaFrentz;;;;;;;;;12722500;12440787;11532037;10623288;9714538;8178750;7270000;3755142;2970840;2777160;2150000;;;;;;;;
Rafael Addison;;;;;;;;;;;;;;;;;;;;;290000;360000;250000;;522000;311000;
Rafael Araujo;;;;;;;;;;;2395200;2238960;2082720;;;;;;;;;;;;;;
Rafer Alston;;;;;;;;753133;4900000;4550000;4200000;3850000;3500000;688679;37344;625000;423500;301875;;;;;;;;;
Raja Bell;;;;;3480000;3240000;3000000;5250000;5000000;4750000;4500000;4250000;1320000;688679;612435;540850;;;;;;;;;;;
Rajon Rondo;14000000;9500000;12909090;12000000;11000000;10045455;9090911;2094922;1315080;1229280;1143600;;;;;;;;;;;;;;;;
Rakeem Christmas;1052342;1007026;;;;;;;;;;;;;;;;;;;;;;;;;
Ralph Sampson;;;;;;;;;;;;;;;;;;;;;;;;;2685000;2685000;2250000
Ramon Sessions;6000000;2170465;2077000;5000000;5000000;4257973;3964320;3670667;722517;427163;;;;;;;;;;;;;;;;;
Randell Jackson;;;;;;;;;;;;;;;;;;115500;287500;;;;;;;;
Randolph Childress;;;;;;;;;;;;;;;;;;;866320;760000;784000;682000;;;;;
Randolph Keys;;;;;;;;;;;;;;;;;;;;;;363000;;;;;322000
Randolph Morris;;;;;;;;855189;797581;810000;;;;;;;;;;;;;;;;;
Randy Breuer;;;;;;;;;;;;;;;;;;;;;;;;150000;;1250000;1150000
Randy Brown;;;;;;;;;;;;;;;2700000;2475000;2250000;1200000;1320000;1260000;1300000;900000;700000;597000;250000;210000;
Randy Foye;2500000;3135000;3000000;3000000;2500000;4250000;4250000;3575761;2815560;2631840;2448240;;;;;;;;;;;;;;;;
Randy Holcomb;;;;;;;;;;;;52033;;;;;;;;;;;;;;;
Randy Livingston;;;;;;;;;;;;;;;;;20000;485000;287500;326700;220000;;;;;;
Randy White;;;;;;;;;;;;;;;;;;;;;;;;922000;930000;855000;730000
Randy Wittman;;;;;;;;;;;;;;;;;;;;;;;;;300000;550000;500000
Randy Woods;;;;;;;;;;;;;;;;;;;;500000;;950000;800000;650000;500000;;
Rashad McCants;;;;;;;;;2620126;1769160;1653720;1538400;;;;;;;;;;;;;;;
Rashad Vaughn;1811040;1733040;;;;;;;;;;;;;;;;;;;;;;;;;
Rashard Lewis;;;;1399507;1352181;21136631;19573711;18876000;16447871;14880000;9350649;8571429;7792208;7012987;6233766;4413375;3920000;385000;287500;;;;;;;;
Rasheed Wallace;;;;;1352181;;6322320;5854000;13930000;12540000;11650000;10860000;9720000;17000000;16200000;14400000;12600000;10800000;9000000;2329080;2060000;1493000;;;;;
Rasho Nesterovic;;;;;;;;1990000;8400000;7840000;7280000;6720000;6160000;5600000;2436813;1725788;1123560;1050240;775750;;;;;;;;
Rastko Cvetkovic;;;;;;;;;;;;;;;;;;;;;;200000;;;;;
Rasual Butler;;1499187;1448490;1399507;;1229255;2400000;3945000;3630000;3315000;3000000;1300000;1200000;563679;349458;;;;;;;;;;;;
Ratko Varda;;;;;;;;;;;;;;;124984;332817;;;;;;;;;;;
Raul Lopez;;;;;;;;;;;;1744313;997320;621520;578160;;;;;;;;;;;;
Raul Neto;937800;840000;;;;;;;;;;;;;;;;;;;;;;;;;
Rawle Marshall;;;;;;;;;;;664209;398762;;;;;;;;;;;;;;;
Ray Allen;;;;3229050;3090000;10000000;10000000;18776860;18388430;16000000;14611570;13223140;14625000;13500000;12375000;11250000;10130000;9000000;2320000;2052360;1785000;;;;;;
Ray McCallum;11949;100007;816482;524616;;;;;;;;;;;;;;;;;;;;;;;
Ray Owes;;;;;;;;;;;;;;;;;;;;;220000;;;;;;
Raymond Felton;1551659;3950313;3793693;3637073;3480453;7560000;7500000;5501196;4148716;3274440;3060840;2847360;;;;;;;;;;;;;;;
Reece Gaines;;;;;;;;;;;;1556160;1454640;1353120;;;;;;;;;;;;;
Reggie Bullock;2255644;1252440;1200720;1149000;;;;;;;;;;;;;;;;;;;;;;;
Reggie Evans;;;1768654;1695636;1622617;1229255;5080000;4960000;4640000;4320000;4000000;1100000;880000;700000;349458;;;;;;;;;;;;
Reggie Fox;;;;;;;;;;;;;;;;;;;;;;;;;11000;;
Reggie Geary;;;;;;;;;;;;;;;;;;;;272250;220000;;;;;;
Reggie Jackson;14956522;13913044;2325680;1329720;1243080;1156320;;;;;;;;;;;;;;;;;;;;;
Reggie Jordan;;;;;;;;;;;;;;;;;;510000;Unknown;272250;247500;225000;;;;;
Reggie Lewis;;;;;;;;;;;;;;;;;;;;;;;3300000;;3320000;3340000;400000
Reggie Miller;;;;;;;;;;;;6000000;5500000;5000000;12046473;12045075;10670000;9031850;6781000;9031850;11250000;3211000;3210500;3011000;3211000;3211000;654000
Reggie Slater;;;;;;;;;;;;;;;321926;523793;673500;;400000;350000;;225000;150000;;;;
Reggie Smith;;;;;;;;;;;;;;;;;;;;;;;;358000;275000;;
Reggie Theus;;;;;;;;;;;;;;;;;;;;;;;;;;;765000
Reggie Williams;50000;;487906;947907;2612500;2500000;762195;;;;;;;;;;;;;;2048000;1853000;1567500;1258000;985000;425000;
Renaldo Balkman;;;;;1675000;1675000;1675000;2112417;1369920;1280640;1191240;;;;;;;;;;;;;;;;
Renaldo Major;;;;;;;;;;;20133;;;;;;;;;;;;;;;;
Rex Chapman;;;;;;;;;;;;;;;;3850000;3500000;3150000;2800000;326700;247500;2004000;2004500;2004000;2004000;940000;675000
Rex Walters;;;;;;;;;;;;;;;;;;1100000;537500;1430000;1235000;1040000;845000;650000;;;
Rich King;;;;;;;;;;;;;;;;;;;;;;100000;800000;700000;600000;600000;
Rich Manning;;;;;;;;;;;;;;;;;;;;;247500;225000;;;;;
Richard Coffey;;;;;;;;;;;;;;;;;;;;;;;;;;;150000
Richard Dumas;;;;;;;;;;;;;;;;;;;;;;225000;;1300000;140000;;
Richard Hamilton;;;;;5000000;5000000;12500000;11625000;10812500;10000000;9187500;8625000;7812500;6500000;2681783;2111640;1973880;1836240;;;;;;;;;
Richard Hendrix;;;;;;;;;57215;;;;;;;;;;;;;;;;;;
Richard Jefferson;2500000;1499187;1448490;11046000;10164000;9282000;8400000;14200000;13200000;12200000;11200000;10200000;2266794;1586280;1482840;1379400;;;;;;;;;;;
Richard Petruska;;;;;;;;;;;;;;;;;;;;;;;55000;150000;;;
Richaun Holmes;1025831;1075000;;;;;;;;;;;;;;;;;;;;;;;;;
Richie Frahm;;;;;;;;;;623694;;719373;695046;366931;;;;;;;;;;;;;
Rick Brunson;;;;;;;;;;;;1029873;932546;813679;699935;590850;16000;485000;350000;5000;;;;;;;
Rick Calloway;;;;;;;;;;;;;;;;;;;;;;;;;;;125000
Rick Fox;;;;;;;;;;;;;4800000;4734797;4340231;3791250;3400000;3033000;1750000;1000000;1750000;1750000;1750000;755000;650000;525000;
Rick Hughes;;;;;;;;;;;;;;;;;;115423;;;;;;;;;
Rick Mahorn;;;;;;;;;;;;;;;;;;510000;1000000;480000;400000;400000;800000;650000;500000;;1330000
Rickey Green;;;;;;;;;;;;;;;;;;;;;;;;;;315000;120000
Ricky Blanton;;;;;;;;;;;;;;;;;;;;;;;;;8000;;
Ricky Davis;;;;;;;;2484000;2300000;6819000;6364400;5909800;5455200;5000600;4546000;1496400;939360;878160;680000;;;;;;;;
Ricky Ledo;;;816482;550000;;;;;;;;;;;;;;;;;;;;;;;
Ricky Pierce;;;;;;;;;;;;;;;;;;510000;;;1200000;1000000;2500000;2100000;2000000;1750000;1100000
Ricky Rubio;13550000;12700000;5070686;4002120;3741120;3480120;;;;;;;;;;;;;;;;;;;;;
Rik Smits;;;;;;;;;;;;;;;;;;12250000;8500000;4000000;4000000;3750000;3250000;2500000;2000000;1350000;1350000
Rob Kurz;;;;;;;;;429111;;;;;;;;;;;;;;;;;;
Robbie Hummel;150000;;880000;490180;;;;;;;;;;;;;;;;;;;;;;;
Robert Archibald;;;;;;;;;;;;;;563679;349458;;;;;;;;;;;;
Robert Covington;1015696;1000000;730031;490180;;;;;;;;;;;;;;;;;;;;;;;
Robert Hite;;;;;;;;;;;412718;;;;;;;;;;;;;;;;
Robert Horry;;;;;;;;;;3630000;3315000;3000000;1100000;4500000;5300000;5300000;4800000;4800000;5000000;6000000;1703000;1601000;1499000;1200000;997000;;
Robert Pack;;;;;;;;;;;;;;965610;;;4320000;4050000;3780000;3240000;2700000;1304000;1059500;400000;250000;130000;
Robert Parish;;;;;;;;;;;;;;;;;;;;1150000;1000000;2500000;1925000;4000000;3513000;3000000;2500000
Robert Reid;;;;;;;;;;;;;;;;;;;;;;;;;;130000;
Robert Sacre;;981348;915243;788872;473604;;;;;;;;;;;;;;;;;;;;;;
Robert Swift;;;;;;;;;3579131;2601113;1887600;1764480;1641360;;;;;;;;;;;;;;
Robert Traylor;;;;;;;;;;;;;1600000;825000;750000;2793505;2203080;2059320;1590000;;;;;;;;
Robert Werdann;;;;;;;;;;;;;;;;;;7471;;;166000;225000;;250000;145000;;
Robert Whaley;;;;;;;;;;;83026;398762;;;;;;;;;;;;;;;
Robin Lopez;13219250;12650000;6124729;5904261;4899293;2862602;1867320;1745520;1623720;;;;;;;;;;;;;;;;;;
Rod Higgins;;;;;;;;;;;;;;;;;;;;;;;15800;150000;;550000;500000
Rod Strickland;;;;;;;;;;;;;;887317;1030000;1000000;10000000;10000000;Unknown;3450000;3036000;2280000;1920000;1560000;1200000;400000;400000
Rodney Buford;;;;;;;;;;;;;745046;145686;;481488;423500;301875;;;;;;;;;
Rodney Carney;;;;;;;377116;855189;1655760;1547760;1439760;;;;;;;;;;;;;;;;
Rodney Dent;;;;;;;;;;;;;;;;;;;;;;225000;150000;;;;
Rodney Hood;1406520;1348440;1290360;;;;;;;;;;;;;;;;;;;;;;;;
Rodney McCray;;;;;;;;;;;;;;;;;;;;;;;;;1075000;1025000;985000
Rodney McGruder;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Rodney Monroe;;;;;;;;;;;;;;;;;;;;;;;;;;217000;
Rodney Rogers;;;;;;;;;;;;;2700000;3075600;2796000;2400000;2200000;2000000;3000000;2640000;2280000;1920000;1560000;150000;;;
Rodney Stuckey;7000000;7000000;1227985;8500000;8500000;8500000;2767126;1805040;1687320;1569600;;;;;;;;;;;;;;;;;
Rodney White;;;;;;;;;;;;;1797845;1947600;1820520;1693560;;;;;;;;;;;
Rodney Zimmerman;;;;;;;;;;;;;;;;;;;;;;200000;;;;;
Rodrick Rhodes;;;;;;;;;;;;;;;;;;600000;639300;555900;;;;;;;
Rodrigue Beaubois;;;;;2227333;1236720;1156080;1075440;;;;;;;;;;;;;;;;;;;
Roger Mason;;;;1272279;1223116;1146337;1400000;3780000;3500000;798328;744551;;203428;563679;349458;;;;;;;;;;;;
Roger Powell;;;;;;;;;;;412718;;;;;;;;;;;;;;;;
Roko Ukic;;;;;;;;303232;1250000;;;;;;;;;;;;;;;;;;
Rolando Blackman;;;;;;;;;;;;;;;;;;;;;;;1340000;1995000;1500000;1920000;1650000
Romain Sato;;;;;;;;;;;;682051;385277;;;;;;;;;;;;;;
Ron Anderson;;;;;;;;;;;;;;;;;;;;;;;;300000;950000;1000000;425000
Ron Baker;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Ron Grandison;;;;;;;;;;;;;;;;;;;;272250;;225000;150000;;15000;;
Ron Harper;;;;;;;;;;;;;;;;;2200000;2000000;5280000;4560000;3840000;3120000;2400000;4000000;2220000;1650000;1365000
Ron Mercer;;;;;;;;;;;;1760000;1600000;6750000;6750000;6750000;5520000;2298840;2033000;1768320;;;;;;;
Ron Riley;;;;;;;;;;;;;;;;;;;;50000;;;;;;;
Ronald Dupree;;;;;;;58393;;;826046;771331;719373;620046;;;;;;;;;;;;;;
Ronald Murray;;;;;;;;1990000;1500000;1890000;1750000;895248;695046;563679;349458;;;;;;;;;;;;
Rondae Hollis-Jefferson;1395600;1335480;;;;;;;;;;;;;;;;;;;;;;;;;
Ronnie Brewer;;;;69792;1069509;4710000;4790000;2717161;1834680;1715040;1595400;;;;;;;;;;;;;;;;
Ronnie Price;2557545;1362897;1316809;1186459;1146337;1069509;1380000;1250000;1188000;1100000;664209;398762;;;;;;;;;;;;;;;
Ronny Turiaf;;;1600000;1500000;1146337;4360000;4000000;4140000;4500000;770610;664209;;;;;;;;;;;;;;;;
Rony Seikaly;;;;;;;;;;;;;;;;;;;4252000;4002000;3752000;3532000;3297000;3057000;2382000;2002000;755000
Rory Sparrow;;;;;;;;;;;;;;;;;;;;;;;;;140000;126000;300000
Roshown McLeod;;;;;;;;;;;;;;;;1509001;978600;914760;740000;;;;;;;;
Roy Hibbert;5000000;15514031;14898938;14283844;13686750;2588590;1685280;1575360;1465400;;;;;;;;;;;;;;;;;;
Roy Hinson;;;;;;;;;;;;;;;;;;;;;;;1137500;1445000;1250000;943000;1250000
Roy Rogers;;;;;;;;;;;;;;;;;523500;485000;862560;763080;664000;;;;;;
Roy Tarpley;;;;;;;;;;;;;;;;;;;;;;775000;3000000;80000;80000;;765000
Royal Ivey;;;;74840;1223166;1200000;1200000;1050000;854957;826046;744551;641748;425000;;;;;;;;;;;;;;
Royce White;;;;1719480;1645440;;;;;;;;;;;;;;;;;;;;;;
Ruben Boumtje-Boumtje;;;;;;;;;;;;;;663679;512435;332817;;;;;;;;;;;
Ruben Garces;;;;;;;;;;;;;;;;;316969;;;;;;;;;;
Ruben Nembhard;;;;;;;;;;;;;;;;;;;;50000;;;;;;;
Ruben Patterson;;;;;;;;;;304897;6807000;6353200;5899400;5445600;4991800;4538000;990000;900000;628500;;;;;;;;
Ruben Wolkowyski;;;;;;;;;;;;;;;587435;79535;316969;;;;;;;;;;
Rudy Fernandez;;;;;;2180443;1246680;1165320;1084080;;;;;;;;;;;;;;;;;;
Rudy Gay;13333333;12403101;19317326;17888932;16460538;15032144;13603750;3280997;2579400;2411160;2242290;;;;;;;;;;;;;;;;
Rudy Gobert;2121287;1175880;1127400;1078800;;;;;;;;;;;;;;;;;;;;;;;
Rumeal Robinson;;;;;;;;;;;;;;;;;;;;272250;247500;;;1240000;1225000;1025000;800000
Russ Smith;;315022;507336;;;;;;;;;;;;;;;;;;;;;;;;
Russell Westbrook;26540100;16744218;15719062;14693906;13668750;5082416;4017720;3755640;3493680;;;;;;;;;;;;;;;;;;
Rusty LaRue;;;;;;;;;;;;;;;;;;40588;350000;;;;;;;;
Ryan Anderson;18735364;8500000;8491500;8308500;8700000;2244601;1409040;1317120;1225200;;;;;;;;;;;;;;;;;;
Ryan Arcidiacono;75000;;;;;;;;;;;;;;;;;;;;;;;;;;
Ryan Bowen;;;;;;;;209592;1141838;1033930;998967;900498;807046;1250000;1111111;630850;510000;301875;;;;;;;;;
Ryan Gomes;;;;488542;4000000;4000000;4000000;3867500;3650000;770610;664209;428762;;;;;;;;;;;;;;;
Ryan Hollins;;1019116;1310286;1186459;1069509;2483333;2333333;2183333;972581;687456;412718;;;;;;;;;;;;;;;;
Ryan Humphrey;;;;;;;;;;;;;1223160;1143360;1063680;;;;;;;;;;;;
Ryan Kelly;979848;1724250;1650000;490180;;;;;;;;;;;;;;;;;;;;;;;
Ryan Lorthridge;;;;;;;;;;;;;;;;;;;;;;350000;50000;;;;
Ryan Reid;;;;;;475000;;;;;;;;;;;;;;;;;;;;;
Ryan Robertson;;;;;;;;;;;;;;;;;;301875;;;;;;;;;
Ryan Stack;;;;;;;;;;;;;;;;;;385000;287500;;;;;;;;
Salah Mejri;874636;525093;;;;;;;;;;;;;;;;;;;;;;;;;
Salim Stoudamire;;;;;;;;;;783000;729000;675000;;;;;;;;;;;;;;;
Sam Bowie;;;;;;;;;;;;;;;;;;;;;;4800000;3200000;3200000;2600000;2000000;2000000
Sam Cassell;;;;;;;;;1262275;6150000;6850000;6875000;6250000;5062500;4850000;4350000;4000000;3500000;3000000;2500000;1235000;1040000;845000;650000;;;
Sam Clancy;;;;;;;;;;;;;;563679;349458;;;;;;;;;;;;
Sam Dekker;1720560;1646400;;;;;;;;;;;;;;;;;;;;;;;;;
Sam Jacobson;;;;;;;;;;;;;;;;;270000;22647;559000;;;;;;;;
Sam Mack;;;;;;;;;;;;;;;;174598;;315000;545000;455000;247500;;;;140000;;
Sam Mitchell;;;;;;;;;;;;;;;;1000000;2370000;2000000;Unknown;1400000;1200000;1000000;850000;715000;575000;630000;500000
Sam Perkins;;;;;;;;;;;;;;;;;2250000;1925000;1785000;3370000;2730000;3967000;4126600;3587000;3047000;2507000;1970000
Sam Vincent;;;;;;;;;;;;;;;;;;;;;;;;;1510000;1260000;980000
Sam Young;;;;;723716;947800;886000;824200;;;;;;;;;;;;;;;;;;;
Samaki Walker;;;;;;;;;;;;364223;995046;1700000;1540000;1400000;2960000;2716667;1619880;1433040;1246000;;;;;;
Samardo Samuels;;;;;341756;762195;500000;;;;;;;;;;;;;;;;;;;;
Samuel Dalembert;;1499187;1885755;3700748;6698565;7000000;13428129;12025694;11238564;10250000;9464307;8470000;1599549;887160;691100;771480;;;;;;;;;;;
Sarunas Jasikevicius;;;;;;;;;;;4000000;4000000;;;;;;;;;;;;;;;
Sarunas Marciulionis;;;;;;;;;;;;;;;;;;;;;2500000;2400000;2100000;1900000;1500000;1267000;1270000
Sasha Danilovic;;;;;;;;;;;;;;;;;;;;;1892000;1455000;;;;;
Sasha Kaun;1333420;1276000;;;;;;;;;;;;;;;;;;;;;;;;;
Sasha Kravtsov;;;;1500000;1500000;;;;;;;;;;;;;;;;;;;;;;
Sasha Pavlovic;;;;;1232713;1223166;134863;1500000;4500000;4250000;1962206;1274160;;;;;;;;;;;;;;;
Sasha Vujacic;1410598;1356146;;69792;;;5475113;5000000;4524887;1756951;973920;910440;846840;;;;;;;;;;;;;;
Scot Pollard;;;;;;;;;;1219590;2200000;6274937;5792250;5309563;4826874;4344187;3920000;1063680;940920;818160;;;;;;;
Scott Brooks;;;;;;;;;;;;;;;;;;;;50000;247500;750000;550000;525000;500000;400000;295000
Scott Burrell;;;;;;;;;;;;;;;;;;1000000;1000000;1430000;1235000;1040000;845000;650000;;;
Scott Haffner;;;;;;;;;;;;;;;;;;;;;;;;;;;75000
Scott Haskin;;;;;;;;;;;;;;;;;;;;;;1313000;1073000;833000;;;
Scott Hastings;;;;;;;;;;;;;;;;;;;;;;;;;600000;500000;450000
Scott Machado;;;;;192228;;;;;;;;;;;;;;;;;;;;;;
Scott Meents;;;;;;;;;;;;;;;;;;;;;;;;;;;300000
Scott Padgett;;;;;;;;;;;932015;1670000;807546;688679;612435;781680;730800;679800;;;;;;;;;
Scott Skiles;;;;;;;;;;;;;;;;;;;;;;Unknown;2125000;1722000;1348000;1925000;408000
Scott Williams;;;;;;;;;;;;;1600000;1070000;1030000;4650000;4200000;3750000;3300000;2850000;2400000;1950000;1500000;641000;613000;350000;150000
Scott Wood;50000;;;;;;;;;;;;;;;;;;;;;;;;;;
Scottie Pippen;;;;;;;;;;;;;5408700;4917000;19727524;18083564;13750000;14795642;11000000;2775000;2250000;2925000;2225000;3075000;3425000;2770000;765000
Scottie Wilbekin;;200000;;;;;;;;;;;;;;;;;;;;;;;;;
Scotty Hopson;;;;1388400;;;;;;;;;;;;;;;;;;;;;;;
Sean Banks;;;;;;;;;;;;150751;;;;;;;;;;;;;;;
Sean Elliott;;;;;;;;;;;;;;;;;5300000;5433333;5333000;5333333;5333000;5333000;1350000;1807000;1802000;1802000;1800000
Sean Green;;;;;;;;;;;;;;;;;;;;;;;;400000;355000;130000;
Sean Higgins;;;;;;;;;;;;;;;;;;;;272250;;500000;500000;;250000;;150000
Sean Kilpatrick;980431;136711;29843;;;;;;;;;;;;;;;;;;;;;;;;
Sean Lampley;;;;;;;;;;;;;;89364;349458;;;;;;;;;;;;
Sean Marks;;;;;;;1264687;1187686;1141838;1033930;932015;835810;745046;596295;612435;565850;;385000;287500;;;;;;;;
Sean May;;;;;;;;884881;2661027;1862160;1740720;1619280;;;;;;;;;;;;;;;
Sean Rooks;;;;;;;;;;;;;;1070000;2640000;2400000;2160000;1920000;1680000;1440000;1200000;1200000;600000;488000;375000;;
Sean Singletary;;;;;;;;;442114;;;;;;;;;;;;;;;;;;
Sean Williams;;;;;;885120;;1629120;1522920;1416600;;;;;;;;;;;;;;;;;
Sebastian Telfair;;;1316809;;1567500;1500000;2700000;2500000;2300000;2562426;1793160;1676280;1559280;;;;;;;;;;;;;;
Sedale Threatt;;;;;;;;;;;;;;;;;;;;;;2400000;2400000;2400000;796000;612000;650000
Sedric Toney;;;;;;;;;;;;;;;;;;;;;;;;150000;;;
Semaj Christon;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Semih Erden;;;;;;762195;473604;;;;;;;;;;;;;;;;;;;;
Serge Ibaka;12250000;12250000;12350000;12350000;2253062;1288200;1204200;1120200;;;;;;;;;;;;;;;;;;;
Serge Zwikker;;;;;;;;;;;;;;;;;;;;242000;;;;;;;
Sergei Bazarevich;;;;;;;;;;;;;;;;;;;;;;;168000;;;;
Sergei Monia;;;;;;;;;;;100000;1016400;;;;;;;;;;;;;;;
Sergey Karasev;;1599840;1533840;1467840;;;;;;;;;;;;;;;;;;;;;;;
Sergio Rodriguez;8000000;;;;;;;1892035;1048800;817000;912000;;;;;;;;;;;;;;;;
Seth Curry;2898000;947276;48028;28834;;;;;;;;;;;;;;;;;;;;;;;
Shabazz Muhammad;3046299;2056920;1971960;1887120;;;;;;;;;;;;;;;;;;;;;;;
Shabazz Napier;1350120;1294440;1238640;;;;;;;;;;;;;;;;;;;;;;;;
Shammond Williams;;;;;;;;;;;1750000;;;751179;2000000;1750000;550000;500000;;;;;;;;;
Shandon Anderson;;;;;;;;;;;7244726;1035000;873699;6700000;6100000;5500000;2200000;2000000;1300000;1200000;220000;;;;;;
Shane Battier;;;;3270000;3135000;3000000;7354500;6864200;6448900;5883600;5393300;4903000;3212402;2533440;2368200;2203080;;;;;;;;;;;
Shane Edwards;;;;28834;;;;;;;;;;;;;;;;;;;;;;;
Shane Heal;;;;;;;;;;;;;;75615;;;;;;384000;320000;;;;;;
Shane Larkin;;1500000;1606080;1536960;;;;;;;;;;;;;;;;;;;;;;;
Shannon Brown;;;208104;341979;3500000;3500000;2200000;2000000;797581;1044120;971280;;;;;;;;;;;;;;;;
Shannon Smith;;;;;;;;;;;;;;;;;;301875;;;;;;;;;
Shaquille O'Neal;;;;;;;1352181;20000000;21000000;20000000;20000000;20000000;27696430;24749999;23571429;21428572;19285715;17142858;15000000;12857143;10714000;5700000;4800000;3900000;3000000;;
Shareef Abdur-Rahim;;;;;;;;6600000;;5800000;5400000;5000000;14625000;13500000;12375000;11250000;10130000;9000000;2842000;2513760;2186000;;;;;;
Sharone Wright;;;;;;;;;;;;;;;;;;;4000000;3500000;3100000;2500000;2020000;;;;
Sharrod Ford;;;;;;;;;;;;116711;;;;;;;;;;;;;;;
Shaun Livingston;5782450;5543725;5305000;1265977;768720;3500000;3500000;296695;370000;4404629;3481920;3254880;3027840;;;;;;;;;;;;;;
Shavlik Randolph;;;1227985;306037;;;;255054;826269;1080000;1000000;398762;;;;;;;;;;;;;;;
Shawn Bradley;;;;;;;;;;;4800000;4500000;4000000;3500000;4000000;4500000;8370000;7560000;6750000;5940000;5130000;4320000;3510000;2700000;;;
Shawn Kemp;;;;;;;;;;;;;;14941935;1030000;12660000;11720000;10780000;9740000;8600000;3300000;3000000;1000000;750000;650000;430000;350000
Shawn Long;65000;;;;;;;;;;;;;;;;;;;;;;;;;;
Shawn Marion;;;1448490;9316796;8646364;8022449;7305500;6635068;17810000;16440000;15070000;13700000;12330000;10960000;2265375;1778160;1662240;1546320;;;;;;;;;
Shawn Respert;;;;;;;;;;;;;;;;;;;;1602120;1417000;1232000;;;;;
Shawne Williams;;;361172;483494;2600000;3000000;885210;2416067;1572960;1470360;1367760;;;;;;;;;;;;;;;;
Shawnelle Scott;;;;;;;;;;;;;;;;590850;548500;;;500000;300000;;;;;;
Shayne Whittington;;845059;507336;;;;;;;;;;;;;;;;;;;;;;;;
Shea Seals;;;;;;;;;;;;;;;;;;385000;;242000;;;;;;;
Shelden Williams;;;;;;992680;915852;825497;3395760;3174240;2952840;;;;;;;;;;;;;;;;
Sheldon Mac;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Shelton Jones;;;;;;;;;;;;;;;;;;;;;;5000;;;;;
Shelvin Mack;2433334;2433333;2433333;884293;89670;473604;;;;;;;;;;;;;;;;;;;;;
Sherell Ford;;;;;;;;;;;;;;;;;;;;670800;500000;500000;;;;;
Sherman Douglas;;;;;;;;;;;;;;;;;1100000;1000000;2200000;4025000;3594000;3163000;2731000;2300000;1869000;1250000;325000
Sherron Collins;;;;;;;473604;;;;;;;;;;;;;;;;;;;;
Sidney Green;;;;;;;;;;;;;;;;;;;;;;;;1512000;1288000;1063000;837000
Sidney Moncrief;;;;;;;;;;;;;;;;;;;;;;;;;;;510000
Sim Bhullar;;;29843;;;;;;;;;;;;;;;;;;;;;;;;
Slavko Vranes;;;;;;;;;;;;;;129768;;;;;;;;;;;;;
Sleepy Floyd;;;;;;;;;;;;;;;;;;;;;;;150000;1700000;1700000;1500000;1400000
Smush Parker;;;;;;;;;1660000;2250000;798112;745248;695046;;349458;;;;;;;;;;;;
Solomon Alabi;;;;;;830000;770000;;;;;;;;;;;;;;;;;;;;
Solomon Hill;11241218;1358880;1302840;1246680;;;;;;;;;;;;;;;;;;;;;;;
Solomon Jones;;;;467604;;280234;1500000;1620000;797581;729000;675000;;;;;;;;;;;;;;;;
Sonny Weems;;2814000;;;;;854389;736420;442114;;;;;;;;;;;;;;;;;;
Soumaila Samake;;;;;;;;;;;;;;;124984;465850;316969;;;;;;;;;;
Speedy Claxton;;;;;;;;5209454;5757818;6306182;6854546;3600000;3300000;3000000;1076400;1006200;936000;;;;;;;;;;
Spencer Dinwiddie;;845059;700000;;;;;;;;;;;;;;;;;;;;;;;;
Spencer Hawes;6348759;6110034;5305000;6500000;8500000;4051024;2974320;2332800;2180760;2028600;;;;;;;;;;;;;;;;;
Spud Webb;;;;;;;;;;;;;;;;;;;;;;1800000;2071600;1567000;1317000;560000;510000
Stacey Augmon;;;;;;;;;;;;1138500;1100000;2400000;2400000;2400000;923500;3450000;3200000;2800000;2480000;2160000;1662500;1400000;1138000;875000;
