Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Derek Anderson;;;;;;;;;;1219590;901397;1670000;8443500;7794000;7144500;6495000;2250000;1439400;1273000;1107240;;;;;;;
Derek Fisher;;;;1399507;182942;3400000;3700000;5048000;4700000;4350000;5883600;5393300;4903000;3000000;3000000;3000000;3380000;3000000;795000;703200;612000;;;;;;
Derek Grimm;;;;;;;;;;;;;;;;;;;;242000;;;;;;;
Derek Harper;;;;;;;;;;;;;;;;;;1100000;1000000;1560000;1300000;2837000;2382700;1927000;2069000;1725000;1519000
Derek Hood;;;;;;;;;;;;;;;;;;49721;;;;;;;;;
Derek Smith;;;;;;;;;;;;;;;;;;;;;;;;;;;315000
Derek Strong;;;;;;;;;;;;;;;4212000;3861000;3510000;3159000;3000000;326700;247500;1000000;500000;420000;;130000;
DerMarr Johnson;;;;;;;;;;42203;865063;835810;745046;;2423280;2265240;2107200;;;;;;;;;;
Deron Williams;5474787;13280424;19754465;18466130;17177795;16359805;14940152;12323900;5069449;4010640;3749040;3487400;;;;;;;;;;;;;;;
Derrick Alston;;;;;;;;;;;;;;;;;;;;;;350000;150000;;;;
Derrick Brown;;;;;;854389;762195;457588;;;;;;;;;;;;;;;;;;;
Derrick Caracter;;;;;;270427;473604;;;;;;;;;;;;;;;;;;;;
Derrick Chievous;;;;;;;;;;;;;;;;;;;;;;;;;;;525000
Derrick Coleman;;;;;;;;;;;;2000000;4500000;4000000;9380000;8710000;8000000;7370000;6667000;8002800;6739000;5476000;4212000;3440000;2870000;2300000;2100000
Derrick Dial;;;;;;;;;;;;;;32375;;540850;423500;301875;;;;;;;;;
Derrick Favors;11050000;12000000;12950000;6008196;4753320;4443360;4133280;;;;;;;;;;;;;;;;;;;;
Derrick Gervin;;;;;;;;;;;;;;;;;;;;;;;;;;;155000
Derrick Jones;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Derrick McKey;;;;;;;;;;;;;;;;6000000;5400000;4800000;4200000;3600000;3000000;2800000;2600000;1262000;1162000;1112000;962000
Derrick Phelps;;;;;;;;;;;;;;;;;;;;;;225000;;;;;
Derrick Rose;21323252;20093064;18862876;17632688;16402500;6993708;5546160;5184480;4822800;;;;;;;;;;;;;;;;;;
Derrick Williams;4598000;4400000;6679867;5293080;4947840;4602720;;;;;;;;;;;;;;;;;;;;;
DeSagana Diop;;;;;7372200;6925400;6478600;6031800;5585000;2146000;1998000;1850000;2695164;2118840;1980600;1842480;;;;;;;;;;;
DeShawn Stevenson;;;;;2240450;2500000;4151786;3886928;3616072;1033930;932015;2750000;2500000;1616087;952320;890280;828120;;;;;;;;;;
Desmon Farmer;;;;;;;;;83708;;275404;;;;;;;;;;;;;;;;
Desmond Mason;;;;;;;;76850;5300000;5000000;8037037;7333333;6529630;1898312;1235880;1155240;1074720;;;;;;;;;;
Detlef Schrempf;;;;;;;;;;;;;;;;;2200000;2000000;3333000;3333333;3333000;5000000;5000000;1308000;1393000;1278000;1160000
Devean George;;;;;;;;1600000;1600000;2369111;1974259;5000600;4546000;4546000;4546000;834250;849720;790440;;;;;;;;;
Devin Booker;2223600;2127840;;;;;;;;;;;;;;;;;;;;;;;;;
Devin Brown;;;;;;;;1100000;998398;1200000;500000;2500000;695046;563679;34946;;;;;;;;;;;;
Devin Ebanks;;;;;1054389;762195;473604;;;;;;;;;;;;;;;;;;;;
Devin Gray;;;;;;;;;;;;;;;;;;88223;;;150200;;;;;;
Devin Green;;;;;;;;;;;;398762;;;;;;;;;;;;;;;
Devin Harris;4227996;4053446;3878896;1272279;8500000;9319000;8981000;8400000;7800000;3995003;3153120;2947440;2741880;;;;;;;;;;;;;;
Devyn Marble;;845059;884879;;;;;;;;;;;;;;;;;;;;;;;;
Dewayne Dedmon;2898000;947276;816482;49018;;;;;;;;;;;;;;;;;;;;;;;
Dexter Cambridge;;;;;;;;;;;;;;;;;;;;;;;;;150000;;
Dexter Pittman;;;;53888;854389;762195;473604;;;;;;;;;;;;;;;;;;;;
Diante Garrett;;;;719266;473604;;;;;;;;;;;;;;;;;;;;;;
Dickey Simpkins;;;;;;;;;;;;;;;;26190;;1500000;Unknown;1235000;1040000;845000;650000;;;;
Dijon Thompson;;;;;;;;;;;89101;398762;;;;;;;;;;;;;;;
Dikembe Mutombo;;;;;;;;;794491;1219590;2210000;2000000;4496434;13626624;16105264;14315790;14400000;12820249;11218000;9615187;8013000;3250000;3100000;3000000;2400000;2005000;
Dino Radja;;;;;;;;;;;;;;;;;;2270500;2500000;2500000;5313000;2640000;2145000;1650000;711000;;
Dion Glover;;;;;;;;;;;;163085;;1000000;1584312;1027440;960480;893400;;;;;;;;;
Dion Waiters;2898000;5138430;4602000;3894240;3726600;;;;;;;;;;;;;;;;;;;;;;
Dionte Christmas;50000;;;490180;236800;;;;;;;;;;;;;;;;;;;;;;
Dirk Nowitzki;25000000;8333334;7974482;22721381;20907128;19092873;17278618;19795714;18077904;16360094;15101625;13843156;12584688;11326219;10067750;2157595;1693560;1583040;1472640;;;;;;;;
Doc Rivers;;;;;;;;;;;;;;;;;;;;;;1137000;1405000;1110000;895000;1195000;895000
Dominic McGuire;;;;;122625;915852;884120;825497;711517;427163;;;;;;;;;;;;;;;;;
Dominique Jones;;;;;1276560;1193280;1110120;;;;;;;;;;;;;;;;;;;;
Dominique Wilkins;;;;;;;;;;;;;;;;;;250000;1000000;;247500;;2820000;3500000;3500000;3100000;2065000
Don MacLean;;;;;;;;;;;;;;;;965850;2380000;2800000;2460000;2120000;1780000;925000;740000;601000;463000;;
Don Reid;;;;;;;;;;;;;;;1100000;1000000;611000;1000000;800000;1000000;400000;200000;;;;;
Donald Hodge;;;;;;;;;;;;;;;;;;;;;;1200000;1005000;845000;650000;130000;
Donald Royal;;;;;;;;;;;;;;;;;;;;;1700000;1500000;1000000;890000;140000;130000;
Donald Sloan;;1015421;948163;884293;251076;122237;;;;;;;;;;;;;;;;;;;;;
Donald Whiteside;;;;;;;;;;;;;;;;;;;;272250;220000;;;;;;
Donatas Motiejunas;;2288205;1236600;1422720;1453520;;;;;;;;;;;;;;;;;;;;;;
Donell Taylor;;;;;;;;;;;664209;398762;;;;;;;;;;;;;;;
Donnell Harvey;;;;;;;;;;;;;;663679;992040;927360;862560;;;;;;;;;;
Donnie Boyce;;;;;;;;;;;;;;;;;;;;;247500;250000;;;;;
Donny Marshall;;;;;;;;;;;;;;;;;;;;540000;450000;200000;;;;;
Donta Smith;;;;;;;;;;;;641748;425000;;;;;;;;;;;;;;
Dontae' Jones;;;;;;;;;;;;;;;;;;;953856;794880;691000;;;;;;
Donte Greene;;;;;;2015896;1116840;1044000;971160;;;;;;;;;;;;;;;;;;
Dontonio Wingfield;;;;;;;;;;;;;;;;;;;;600000;500000;225000;150000;;;;
Donyell Marshall;;;;;;;;;5950894;6016965;5633037;4799108;5023850;4605196;4186542;6510000;5630000;5250000;4370000;3990000;3360000;2730000;2100000;;;;
Dorell Wright;;8871;3150000;3000000;4106000;3823000;3500000;2750000;2612835;2040746;1325160;1238640;1152240;;;;;;;;;;;;;;
Dorian Finney-Smith;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Doron Lamb;;;;788872;650000;;;;;;;;;;;;;;;;;;;;;;
Doug Christie;;;;;;;;;;;158071;1575000;7550000;6900000;6250000;5200000;3140000;2742600;2353000;2012767;1355000;1466000;1244000;1445000;;;
Doug Edwards;;;;;;;;;;;;;;;;;;;1625000;1430000;247500;1040000;845000;650000;;;
Doug Lee;;;;;;;;;;;;;;;;;;;;;;;150000;;125000;150000;
Doug McDermott;2483040;2380440;2277960;;;;;;;;;;;;;;;;;;;;;;;;
Doug Overton;;;;;;;;;;;;;;591454;;;548500;492000;600000;326700;247500;600000;550000;500000;140000;;
Doug Smith;;;;;;;;;;;;;;;;;;;;;;450000;1950000;1650000;1845000;1500000;
Doug West;;;;;;;;;;;;;;;;;3680000;3295000;2915000;2535000;2155000;1900000;1275000;1275000;1275000;310000;230000
Dragan Tarlac;;;;;;;;;;;;;;;;;2500000;;;;;;;;;;
Draymond Green;15330435;14260870;915243;875500;850000;;;;;;;;;;;;;;;;;;;;;;
Drazen Petrovic;;;;;;;;;;;;;;;;;;;;;;;;;1615000;1375000;1200000
Drew Barry;;;;;;;;;;;;;;;;;;62765;350000;;;;;;;;
Drew Gooden;;3300000;6680000;6687400;6687400;6226200;5760000;4500000;7151183;6453416;6645402;4065811;3214080;3004560;2794920;;;;;;;;;;;;
Drew Gordon;;;71624;;;;;;;;;;;;;;;;;;;;;;;;
Duane Causwell;;;;;;;;;;;;;;;;;4000000;1696387;1454000;1211705;2215000;1830000;1545000;1260000;950000;820000;650000
Duane Cooper;;;;;;;;;;;;;;;;;;;;;;;;150000;140000;;
Duane Ferrell;;;;;;;;;;;;;;;;;;1625000;1430000;1235000;1040000;845000;650000;1025000;825000;500000;125000
Duje Dukan;;525093;;;;;;;;;;;;;;;;;;;;;;;;;
Dwayne Jones;;;;;;;;;46812;770610;664209;398762;;;;;;;;;;;;;;;
Dwayne Morton;;;;;;;;;;;;;;;;;;;;;;350000;150000;;;;
Dwayne Schintzius;;;;;;;;;;;;;;;;;;550000;662500;;625000;225000;1197000;921000;140000;650000;520000
Dwight Buycks;;;14409;700000;;;;;;;;;;;;;;;;;;;;;;;
Dwight Howard;23180275;22359364;21436271;20513178;19536360;18091770;16647180;15202590;13758000;6061274;4806720;4493160;4179720;;;;;;;;;;;;;;
Dwight Powell;8375000;845059;507336;;;;;;;;;;;;;;;;;;;;;;;;
Dwyane Wade;23200000;20000000;15000000;18673000;17182000;15691000;14200000;15779912;14410581;13041250;3841443;3031920;2834160;2636400;;;;;;;;;;;;;
E.J. Singler;50000;;;;;;;;;;;;;;;;;;;;;;;;;;
Earl Barron;;;390066;;358600;185588;188558;;;973328;744551;398762;;;;;;;;;;;;;;;
Earl Boykins;;;;;;;1352181;1191180;;533572;2950000;2750000;2500000;2500000;528605;650000;498500;88324;287500;;;;;;;;
Earl Clark;;;125104;111518;1240000;1160000;1898760;1766280;;;;;;;;;;;;;;;;;;;
Earl Cureton;;;;;;;;;;;;;;;;;;;;;205200;225000;;;;;
Earl Watson;;;;1399507;2000000;2000000;1229255;2800000;6200000;5800000;5400000;5000000;1458000;1336500;1215000;332817;;;;;;;;;;;
Ed Davis;6666667;6980802;981084;3153860;2207040;2063040;1919160;;;;;;;;;;;;;;;;;;;;
Ed Gray;;;;;;;;;;;;;;;;;;941040;832440;723840;;;;;;;
Ed Nealy;;;;;;;;;;;;;;;;;;;;;;;;;800000;650000;550000
Ed O'Bannon;;;;;;;;;;;;;;;;;;;;1472640;1303000;1133000;;;;;
Ed Pinckney;;;;;;;;;;;;;;;;;;510000;;;300000;1926000;1485000;1470000;1150000;900000;750000
Ed Stokes;;;;;;;;;;;;;;;;;;;;272500;;Unknown;;;;;
Eddie Basden;;;;;;;;;;;;398762;;;;;;;;;;;;;;;
Eddie Gill;;;;;;;;;387613;151089;;819551;720046;;;;;;;;;;;;;;
Eddie Griffin;;;;;;;;;;2900000;2700000;2500000;695046;2312760;2161920;2011080;;;;;;;;;;;
Eddie House;;;;;;1352181;1352181;2862000;2650000;1500000;1400000;835810;825000;750000;637435;465850;316969;;;;;;;;;;
Eddie Johnson;;;;;;;;;;;;;;;;;;1000000;Unknown;300000;1200000;1000000;;1150000;1100000;1050000;1000000
Eddie Jones;;;;;;;;;2000000;1830000;14863778;14576250;13455000;12333750;11212500;10091250;8960000;2500000;2200000;2000000;1800000;1600000;1300000;;;;
Eddie Lee Wilkins;;;;;;;;;;;;;;;;;;;;;;;;100000;500000;;400000
Eddie Robinson;;;;;;;;;;;;5444444;5055556;6204000;5687000;5170000;600000;600000;;;;;;;;;
Eddy Curry;;;;;23852;1229255;11530592;10500423;9723983;8947543;8171103;7390000;3896402;3080160;2879280;2678400;;;;;;;;;;;
Eduardo Najera;;;;;;2750000;3000000;3100000;3250000;4952380;4571428;4190476;3809524;3428572;3047620;465850;316969;;;;;;;;;;
Edy Tavares;1000000;1000000;;;;;;;;;;;;;;;;;;;;;;;;;
Efthimi Rentzias;;;;;;;;;;;;;516865;971160;903360;;;658700;;;;;;;;;
Egidijus Mockevicius;100000;;;;;;;;;;;;;;;;;;;;;;;;;;
Ekpe Udoh;;;981084;4469548;3524880;3294960;3065040;;;;;;;;;;;;;;;;;;;;
Elden Campbell;;;;;;;;;;;;;4400000;4000000;8050000;7975000;8050000;7975000;7000000;7000000;7000000;2200000;2100000;1700000;575000;575000;575000
Eldridge Recasner;;;;;;;;;;;;;;;;1300000;1200000;1100000;Unknown;326700;247500;225000;;;;;
Elfrid Payton;2613600;2505720;2397840;;;;;;;;;;;;;;;;;;;;;;;;
Elgin Cook;50000;;;;;;;;;;;;;;;;;;;;;;;;;;
Elias Harris;;;;86502;;;;;;;;;;;;;;;;;;;;;;;
Elijah Millsap;;217494;59687;;;;;;;;;;;;;;;;;;;;;;;;
Elliot Perry;;;;;;;;;;;;;;;;;1050000;2000000;2000000;2000000;2000000;2025000;250000;150000;;130000;
Elliot Williams;250000;58068;111549;769855;1442880;1348800;1254720;;;;;;;;;;;;;;;;;;;;
Elmer Bennett;;;;;;;;;;;;;;;;;;;;;;225000;;;;;
Elmore Spencer;;;;;;;;;;;;;;;;;;;;2050000;;1300000;700000;569000;438000;;
Elton Brand;980431;878222;2000000;4000000;2100500;17059727;15959099;14858471;13757844;15344000;14248000;13152000;12056000;10960000;4895656;3882360;3629160;3375960;;;;;;;;;
Emanual Davis;;;;;;;;;;;;;;;824935;715850;610000;510000;;326700;220000;;;;;;
Emeka Okafor;;;;14487500;13490000;12541812;11495000;10538937;9537500;5427307;4300560;4020120;3739680;;;;;;;;;;;;;;
Emmanuel Mudiay;3241800;3102240;;;;;;;;;;;;;;;;;;;;;;;;;
Enes Kanter;17145838;16407500;6108197;4753320;4443360;4133280;;;;;;;;;;;;;;;;;;;;;
Ennis Whatley;;;;;;;;;;;;;;;;;;;;;;225000;;150000;;130000;
Eric Anderson;;;;;;;;;;;;;;;;;;;;;;225000;;250000;140000;;
Eric Bledsoe;14000000;13500000;13000000;2626473;1707720;1596360;1485000;;;;;;;;;;;;;;;;;;;;
Eric Dawson;;;;;;38172;;;;;;;;;;;;;;;;;;;;;
Eric Gordon;12385665;15514031;14898938;14283844;13668750;3831184;3016680;2819880;2623200;;;;;;;;;;;;;;;;;;
Eric Leckner;;;;;;;;;;;;;;;;;;;;;247500;300000;350000;300000;;618000;485000
Eric Maynor;;;2106720;2016000;2338721;1516680;1417800;1318920;;;;;;;;;;;;;;;;;;;
Eric Mobley;;;;;;;;;;;;;;;;;;;;1178000;992000;1328000;620000;;;;
Eric Montross;;;;;;;;;;;;;;2960000;2720000;2480000;2240000;2000000;1760000;1520000;1280000;1040000;800000;;;;
Eric Moreland;;845059;507336;;;;;;;;;;;;;;;;;;;;;;;;
Eric Murdock;;;;;;;;;;;;;;;;;2100000;1925000;1750000;272250;;2000000;1000000;800000;700000;600000;
Eric Piatkowski;;;;;;;;;;1219590;1178348;3000000;2750000;2500000;3000000;3000000;2200000;2000000;1650000;1587500;1363000;1138000;962500;;;;
Eric Riley;;;;;;;;;;;;;;;;;;50206;537500;;;50000;305000;150000;;;
Eric Snow;;;;;;;;;7312500;6703125;6093750;5484375;4875000;4500000;4125000;3750000;3380000;3000000;846300;706300;247500;200000;;;;;
Eric Washington;;;;;;;;;;;;;;;;;;550000;520000;242000;;;;;;;
Eric Williams;;;;;;;;;;;4296000;3938000;3580000;5540000;5004000;4448000;3890000;3336000;2780000;1139520;1008000;876000;;;;;
Erick Barkley;;;;;;;;;;;;;;;682500;638000;712200;;;;;;;;;;
Erick Dampier;;;;;;850522;1129469;12115500;11553000;10590500;9628000;8662500;7700000;7842000;6858500;6235000;5610000;4988000;1538000;1478880;1184000;;;;;;
Erick Green;;27964;507336;;;;;;;;;;;;;;;;;;;;;;;;
Erick Strickland;;;;;;;;;;;;;1650000;1500000;762435;637415;2560000;2240000;1920000;1600000;220000;;;;;;
Erik Daniels;;;;;;;;;;;;;385277;;;;;;;;;;;;;;
Erik Murphy;;;;449812;;;;;;;;;;;;;;;;;;;;;;;
Ernest Brown;;;;;;;;;;;;;;;;332817;;;;;;;;;;;
Ersan Ilyasova;8400000;7900000;7900000;7900000;7900000;2541000;2320500;2100000;;;664209;398762;;;;;;;;;;;;;;;
Ervin Johnson;;;;;;;;;;;;1138500;4837633;4418156;3998679;3670929;2700000;2951029;2594000;2281128;1636000;767000;716600;617000;;;
Esteban Batista;;;;;;;;;;;664209;398762;;;;;;;;;;;;;;;
Etan Thomas;;;;;;;1223166;7350000;6864200;6373900;5883600;5393300;4903000;2200942;1597200;1493040;1388880;;;;;;;;;;
Etdrick Bohannon;;;;;;;;;;;;;;;;;523500;;;272250;;;;;;;
E'Twaun Moore;8081363;1015421;948163;884293;762195;473604;;;;;;;;;;;;;;;;;;;;;
Eugene Jeter;;;;;;;473604;;;;;;;;;;;;;;;;;;;;
Evan Eschmeyer;;;;;;;;;;;;3711400;3407655;3017266;3103800;3038000;423500;301875;;;;;;;;;
Evan Fournier;17000000;2288205;1483920;1422720;1361400;;;;;;;;;;;;;;;;;;;;;;
Evan Turner;16393443;3425410;3278000;6679867;5293080;4947840;4602720;;;;;;;;;;;;;;;;;;;;
Evers Burns;;;;;;;;;;;;;;;;;;;;;;;;1616000;;;
Fab Melo;;;;1311240;1254720;;;;;;;;;;;;;;;;;;;;;;
Fabricio Oberto;;;;;;;992680;1800000;3600000;3600000;2500000;2325000;;;;;;;;;;;;;;;
Fat Lever;;;;;;;;;;;;;;;;;;;;;;;;2203000;1802000;1619000;1519000
Felipe Lopez;;;;;;;;;;;;;;;637435;565850;831120;;600000;;;;;;;;
Felton Spencer;;;;;;;;;;;;;;;;1000000;1000000;510000;1650000;2178099;2694000;2181000;1881250;1581000;1610000;1340000;1070000
Festus Ezeli;7400000;2008748;1112880;1066920;1020960;;;;;;;;;;;;;;;;;;;;;;
Francisco Elson;;;;;;305792;1146337;1700000;1700000;3000000;3000000;719373;620046;366931;;;;;;;;;;;;;
Francisco Garcia;;;1316809;1265977;6100000;5800000;5500000;5800000;1983454;1168800;1092600;1016400;;;;;;;;;;;;;;;
Frank Brickowski;;;;;;;;;;;;;;;;;;;;;1500000;3250000;2233000;1850000;1800000;1055000;905000
Frank Johnson;;;;;;;;;;;;;;;;;;;;;;;;500000;140000;;
Frank Kaminsky;2730000;2612520;;;;;;;;;;;;;;;;;;;;;;;;;
Frank Kornet;;;;;;;;;;;;;;;;;;;;;;;;;;;225000
Frank Williams;;;;;;;;;;;;;957480;894960;832560;;;;;;;;;;;;
Frankie King;;;;;;;;;;;;;;;;;;;;;;200000;;;;;
Fred Hoiberg;;;;;;;;;;;;1760000;1600000;938679;1400000;1600000;880000;800000;600000;356400;297000;200000;;;;;
Fred Jones;;;;;;;;;622531;3300000;3100000;2328843;1572480;1506000;1367400;;;;;;;;;;;;
Fred Roberts;;;;;;;;;;;;;;;;;;;;;247500;225000;;;866000;791000;690000
Fred VanVleet;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Fred Vinson;;;;;;;;;;;;;;;;;;485000;;;;;150000;;;;
Frederic Weis;;;;;;;;;;;;;;;;;;947200;;;;;;;;;
Furkan Aldemir;;2683841;2963232;;;;;;;;;;;;;;;;;;;;;;;;
Gabe Pruitt;;;;;;;;;711517;650000;;;;;;;;;;;;;;;;;
Gal Mekel;315759;947276;816482;490180;;;;;;;;;;;;;;;;;;;;;;;
Gani Lawal;;;;;;;473640;;;;;;;;;;;;;;;;;;;;
Garret Siler;;;;;;51097;473640;;;;;;;;;;;;;;;;;;;;
Garrett Temple;8000000;1100602;981084;916099;572943;;98637;180344;;;;;;;;;;;;;;;;;;;
Garth Joseph;;;;;;;;;;;;;;;;;316969;;;;;;;;;;
Gary Alexander;;;;;;;;;;;;;;;;;;;;;;;150000;;;;
Gary Forbes;;;;;1500000;1500000;473604;;;;;;;;;;;;;;;;;;;;
Gary Grant;;;;;;;;;;;;;;;;;316969;1200000;1000000;600000;500000;500000;1100000;1128000;1128000;928000;530000
Gary Harris;1655880;1587480;1519200;;;;;;;;;;;;;;;;;;;;;;;;
Gary Leonard;;;;;;;;;;;;;;;;;;;;;;;;;;130000;200000
Gary Neal;;2139000;3250000;3250000;854389;762195;525000;;;;;;;;;;;;;;;;;;;;
Gary Payton;;;;;;;;;;;1178348;1138500;5408700;4917000;12636117;12926493;12200000;11020473;8715000;10514688;10212000;2783000;2583300;2383000;2183000;1883000;1685000
Gary Payton II;543471;;;;;;;;;;;;;;;;;;;;;;;;;;
Gary Plummer;;;;;;;;;;;;;;;;;;;;;;;;;140000;;
Gary Trent;;;;;;;;;;;;;;938679;824935;715850;2400000;2000000;1000000;1329009;1176000;1022000;;;;;
Gaylon Nickerson;;;;;;;;;;;;;;;;;;;;;152900;;;;;;
Geert Hammink;;;;;;;;;;;;;;;;;;;;;;97560;250000;;;;
Geno Carlisle;;;;;;;;;;;;;65779;;;;;;;;;;;;;;
George Hill;8000000;8000000;8000000;8000000;8000000;2086360;1157160;1081680;1006200;;;;;;;;;;;;;;;;;;
George Lynch;;;;;;;;;;;;3200000;3000000;2800000;2600000;2400000;2200000;2000000;1000000;2115000;2090000;1760000;1430000;1100000;;;
George McCloud;;;;;;;;;;;;;;;2599900;2400000;2200000;2000000;750000;272250;1100000;950000;;;1040000;990000;940000
George Zidek;;;;;;;;;;;;;;;;;;;;784200;694000;603000;;;;;
Gerald Brown;;;;;;;;;;;;;;;;;;385000;287500;;;;;;;;
Gerald Fitch;;;;;;;;;;;;359858;;;;;;;;;;;;;;;
Gerald Glass;;;;;;;;;;;;;;;;;;;;;;475000;;;903000;705000;575000
Gerald Green;1410598;1362897;3500000;3500000;3500000;73818;;;854957;1440960;1347000;1253040;;;;;;;;;;;;;;;
Gerald Henderson;9000000;6000000;6000000;6000000;3101327;2250600;2103840;1957080;;;;;;;;;;;;;;;;;;;125000
Gerald Madkins;;;;;;;;;;;;;;;;;;;;;;200000;615000;475000;;;
Gerald Paddio;;;;;;;;;;;;;;;;;;;;;;;;;190000;;120000
Gerald Wallace;;10105855;10105855;10105855;9682435;9500000;10500000;9075000;9500000;9500000;5525000;5000000;1652453;917520;857760;797880;;;;;;;;;;;
Gerald Wilkins;;;;;;;;;;;;;;;;;;3000000;2000000;326700;247500;2478000;2478000;2278000;500000;795000;725000
Gerard King;;;;;;;;;;;;;;;;;489500;460000;287500;;;35000;;;;;
Gheorghe Muresan;;;;;;;;;;;;;;;;;;510000;475000;1887500;2363000;1963000;1150000;500000;;;
Giannis Antetokounmpo;2995421;1953960;1873200;1792560;;;;;;;;;;;;;;;;;;;;;;;
Gilbert Arenas;;;;22346536;20807922;19269307;17730694;16192080;14653466;11950400;11096800;10243200;9389600;8536000;512435;332817;;;;;;;;;;;
Glen Davis;;;1227985;338594;6400000;6300000;3300000;3000000;711517;427163;;;;;;;;;;;;;;;;;
Glen Rice;;;341001;490180;;;;;;;;;;1070000;9200000;8800000;7578900;7000000;5248000;4702000;4002000;3302000;2600000;2002000;1552000;1302000;1550000
Glenn Robinson;;1100000;381994;;;;;;;;;;12071250;10730000;9860000;8990000;8120000;7250000;6380000;5510000;4640000;3770000;2900000;;;;
Glenn Robinson III;1050500;;;;;;;;;;;;;;;;;;;;;;;;;;
God Shammgod;;;;;;;;;;;;;;;;;;;;242250;;;;;;;
Goran Dragic;15891725;14783000;7500000;7500000;7500000;2108000;1972000;1836000;1700000;;;;;;;;;;;;;;;;;;
Gordan Giricek;;;;;;;;;;4000000;4000000;4000000;4000000;1540000;1400000;;;;;;;;;;;;
Gordon Hayward;16073140;15409570;14746000;3452183;2709720;2532960;2356320;;;;;;;;;;;;;;;;;;;;
Gorgui Dieng;2348783;1474440;1413480;1352640;;;;;;;;;;;;;;;;;;;;;;;
Grady Livingston;;;;;;;;;;;;;;;;;;;;;;25000;;;;;
Grant Hill;;;;;1975000;6500000;3324000;3000000;1976400;1830000;16901500;15694250;14487000;13279750;12072500;10865250;9660000;6939000;6675000;5850000;5025000;4050000;2750000;;;;
Grant Jerrett;;947276;816482;25951;;;;;;;;;;;;;;;;;;;;;;;
Grant Long;;;;;;;;;;;;;;;;2400000;2200000;2000000;2977000;2610335;2260000;1860000;1485300;1410000;1258000;252000;300000
Greg Anderson;;;;;;;;;;;;;;;;;;;;272250;584000;485000;110000;650000;;1465000;1365000
Greg Anthony;;;;;;;;;;;;;;;1500000;3000000;3500000;1100000;1000000;272250;1875000;1673000;1471000;1269000;1067000;865000;
Greg Buckner;;;;;;;;1000000;4010005;3750000;3240741;1670000;870046;2640000;2400000;1200000;1100000;47647;;;;;;;;;
Greg Dreiling;;;;;;;;;;;;;;;;;;;;;247500;;150000;300000;650000;600000;300000
Greg Foster;;;;;;;;;;;;;;;401951;1764247;1760000;1603861;588000;504000;420000;350000;80500;250000;439000;339000;275000
Greg Graham;;;;;;;;;;;;;;;;;;;;1540000;1330000;1120000;910000;700000;;;
Greg Grant;;;;;;;;;;;;;;;;;;;;;;225000;150000;;270000;;300000
Greg Kite;;;;;;;;;;;;;;;;;;;;;;550000;1195000;985000;775000;700000;480000
Greg Minor;;;;;;;;;;;;;;;;;3240000;2880000;2520000;2160000;1800000;325000;250000;;;;
Greg Monroe;17145838;16407500;5479933;4086454;3217680;3007920;2798040;;;;;;;;;;;;;;;;;;;;
Greg Oden;;;;947907;;1500000;6760524;5361240;5011680;4662000;;;;;;;;;;;;;;;;;
Greg Ostertag;;;;;;;;;;;;4400000;4000000;8666666;7799996;6933328;5200000;5200000;4333000;647400;573000;498000;;;;;
Greg Smith;;252353;948163;15605;762195;301733;;;;;;;;;;;;;;;;;;;;;
Greg Stiemsma;;;981084;2676000;2575000;762195;;;;;;;;;;;;;;;;;;;;;
Greg Sutton;;;;;;;;;;;;;;;;;;;;;;250000;139500;;;175000;
Greivis Vasquez;4347826;6600000;6400000;2150188;1191240;1113600;1035960;;;;;;;;;;;;;;;;;;;;
Guillermo Diaz;;;;;;;;;;56065;;;;;;;;;;;;;;;;;
Gundars Vetra;;;;;;;;;;;;;;;;;;;;;;;;300000;275000;;
Gustavo Ayon;;;;1500000;1500000;1567500;;;;;;;;;;;;;;;;;;;;;
Guy Rucker;;;;;;;;;;;;;;;34946;;;;;;;;;;;;
Ha Seung-Jin;;;;;;;;;;;744551;641748;;;;;;;;;;;;;;;
Hakeem Olajuwon;;;;;;;;;;;;;;6326923;5694231;5061539;16700000;14302001;12943000;11156000;9655000;5305000;3169900;3170000;3170000;3170000;3175000
Hakim Warrick;;;;;4000000;4000000;4250000;3000000;2119102;1376040;1286280;1196520;;;;;;;;;;;;;;;
Hamady N'Diaye;;;;364121;;270427;473604;;;;;;;;;;;;;;;;;;;;
Hamed Haddadi;;;;;1300000;1300000;1600000;1627779;1572221;;;;;;;;;;;;;;;;;;
Hanno Mottola;;;;;;;;;;;;;;;;465850;316969;;;;;;;;;;
Harold Ellis;;;;;;;;;;;;;;;;;;;;;;;250000;;;;
Harold Jamison;;;;;;;;;;;;;;;;600000;;301875;;;;;;;;;
Harold Miner;;;;;;;;;;;;;;;;;;;;;;1733000;1459000;1186000;912000;;
Harrison Barnes;22116750;3873398;3049920;2923920;2798040;;;;;;;;;;;;;;;;;;;;;;
Harvey Grant;;;;;;;;;;;;;;;;;;1200000;1000000;4671875;4111000;3551000;2990000;2429000;1625000;450000;475000
Hasheem Thabeet;;;;1200000;1200000;5127720;4793280;4458840;;;;;;;;;;;;;;;;;;;
Hassan Adams;;;;;;;;;297163;;412718;;;;;;;;;;;;;;;;
