,,,,,Games,Games,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,,Tackles,Tackles,Tackles,Tackles,Tackles,
47,Jason Webster,SFO,25,RCB,16,16,1,37,1,37,11,,,,,,,85,71,14,4,0,
48,Coy Wire,BUF,24,SS,16,15,0,0,0,0,1,,,,,,3.0,96,71,25,5,3,
49,Shawn Barber,PHI,27,LB,16,16,2,81,1,80,10,2,0,3,6,0,1.0,92,70,22,5,0,
50,Greg Biekert,MIN,33,MLB,16,16,4,26,0,20,10,0,0,1,0,0,,101,70,31,4,0,
51,Ken Lucas,SEA,23,RCB,16,16,3,67,0,40,12,1,0,0,0,0,,81,70,11,3,0,
52,Marvcus Patton,KAN,35,MLB,16,15,2,29,0,25,4,0,0,2,5,0,2.0,91,70,21,8,2,
53,Rod Woodson,OAK,37,FS,16,16,8,225,2,98,16,0,0,3,64,0,,82,70,12,0,0,
54,Gary Baxter,BAL,24,lcb/RCB,16,14,1,0,0,0,17,,,,,,,78,69,9,5,0,
55,Danny Clark,JAX,25,LB/rolb,16,16,1,7,0,7,2,,,,,,2.0,91,69,22,6,2,
56,Donovin Darius,JAX,27,SS,14,14,1,3,0,3,5,,,,,,1.0,77,69,8,2,1,
57,Fred Thomas,NOR,29,cb/lcb/RCB,15,14,5,80,0,43,14,2,0,1,0,0,1.0,81,69,12,3,1,
58,Jay Bellamy,NOR,30,FS/s,16,16,3,39,0,16,9,0,0,2,0,0,1.5,88,68,20,4,2,
59,Artrell Hawkins,CIN,26,RCB,15,15,2,102,1,102,6,0,1,2,19,0,2.0,75,68,7,2,2,
60,Kim Herring,STL,27,FS,16,16,3,38,0,36,8,0,0,1,3,0,,78,68,10,3,0,
61,Eric Kelly,MIN,25,RCB,16,12,1,0,0,0,2,,,,,,,74,68,6,0,0,
62,Omar Stoutmire,NYG,28,FS,16,16,0,0,0,0,3,2,0,0,0,0,,86,68,18,3,0,
63,Nate Wayne,GNB,27,LB,16,15,3,32,0,25,9,0,0,2,0,0,2.5,110,68,42,3,1,
64,LaVar Arrington,WAS,24,LB,16,16,0,0,0,0,8,0,0,3,1,1,11.0,92,67,25,12,10,
65,Jerry Azumah,CHI,25,RCB,16,16,0,18,0,18,6,,,,,,1.0,80,67,13,2,1,
66,Ronde Barber,TAM,27,RCB,16,16,2,9,0,9,20,,,,,,3.0,79,67,12,9,3,
67,Rodney Harrison,SDG,30,SS,13,13,2,2,0,2,8,2,0,0,0,0,2.0,86,67,19,3,1,
68,Ronald McKinnon,ARI,29,MLB,16,16,0,0,0,0,3,,,,,,,108,67,41,3,0,
69,Roman Phifer,NWE,34,LB,14,14,0,0,0,0,2,0,0,1,0,0,0.5,107,67,40,4,1,
70,Pierson Prioleau,BUF,25,FS,16,16,0,0,0,0,4,,,,,,1.0,89,67,22,3,1,
71,Marcus Robertson,SEA,33,FS,15,15,0,0,0,0,4,0,0,2,0,0,,89,67,22,2,0,
72,Corey Chavous,MIN,26,LCB/ss,16,16,3,76,1,43,5,,,,,,1.0,83,66,17,3,1,
73,Mo Lewis,NYJ,33,LB,16,16,1,14,0,14,4,,,,,,0.5,80,66,14,3,0,
74,Mike Minter,CAR,28,SS,16,16,4,125,1,62,9,0,0,1,0,0,1.0,86,66,20,2,1,
75,Alex Molden,SDG,29,LCB,16,16,3,9,0,8,9,0,0,2,0,0,2.0,77,66,11,6,0,
76,Chad Scott,PIT,28,LCB,15,15,2,30,1,30,16,,,,,,,83,66,17,0,0,
77,Shaun Williams,NYG,26,SS,16,16,2,-2,0,0,10,0,0,1,16,0,2.0,91,66,25,9,2,
78,Na'il Diggs,GNB,24,LB,16,16,2,62,0,33,7,1,0,2,0,0,3.0,83,65,18,12,3,
79,Victor Green,NWE,33,fs/s,16,5,1,90,1,90,3,0,0,3,0,0,,88,65,23,2,0,
80,Lawyer Milloy,NWE,29,SS,16,16,0,0,0,0,6,,,,,,,94,65,29,0,0,
81,Bill Romanowski,OAK,36,LB/rolb,16,16,1,0,0,0,5,,,,,,4.0,91,65,26,7,5,
82,Brian Simmons,CIN,27,MLB,16,15,1,51,1,51,7,,,,,,3.0,86,65,21,10,3,
83,Adrian Wilson,ARI,23,SS,14,14,4,35,0,35,5,1,0,0,0,0,1.5,91,65,26,3,1,
84,Marcus Bell,SEA,25,LB,16,9,0,0,0,0,5,0,0,2,0,0,1.0,76,64,12,3,1,
85,Kwamie Lassiter,ARI,33,FS,16,16,2,7,0,7,9,0,0,1,0,0,,95,64,31,2,0,
86,Brock Marion,MIA,32,FS,16,16,5,99,0,62,10,,,,,,,93,64,29,3,0,
87,Arturo Freeman,MIA,26,SS,16,16,0,0,0,0,4,0,0,1,0,0,1.5,80,63,17,1,2,
88,Brandon Short,NYG,25,LB,16,15,1,32,0,32,3,0,0,1,0,0,3.0,88,63,25,13,3,
89,Darrin Smith,NOR,32,LB,15,15,2,21,0,17,8,,,,,,3.5,96,63,33,10,4,
90,Champ Bailey,WAS,24,LCB,16,16,3,2,0,2,24,0,4,1,0,0,,68,62,6,2,0,
91,Brian Dawkins,PHI,29,FS,16,16,2,27,0,27,12,5,0,4,4,0,3.0,91,62,29,5,2,
92,Robert Griffith,CLE,32,SS,12,12,3,0,0,0,7,,,,,,,73,62,11,2,0,
93,Ted Johnson,NWE,30,lb/MLB,14,11,0,0,0,0,1,,,,,,1.5,96,62,34,4,2,
94,Tony Parrish,SFO,27,fs/SS,16,16,7,204,0,60,17,1,0,2,10,0,,71,62,9,2,0,
95,Scott Fujita,KAN,23,LOLB,16,9,0,0,0,0,1,0,0,1,0,0,1.0,68,61,7,2,1,
96,Ken Irvin,NOR,30,cb/db/lcb/rcb,16,9,2,10,0,10,17,0,0,1,0,0,,65,61,4,4,0,
97,Matt Stevens,HOU,29,FS,16,16,1,0,0,0,2,,,,,,,84,61,23,2,0,
98,Aaron Beasley,NYJ,29,RCB,15,15,2,29,0,24,14,,,,,,,67,60,7,2,0,
99,Eric Brown,HOU,27,SS,15,15,2,7,0,7,11,,,,,,0.5,69,60,9,4,0,
100,Marcus Coleman,HOU,28,RCB,16,16,1,0,0,0,22,0,0,2,8,0,,72,60,12,2,0,
101,James Farrior,PIT,27,lb/LILB,14,14,0,0,0,0,1,0,0,1,4,0,,82,60,22,11,0,
102,Kevin Hardy,DAL,29,LB,16,15,0,0,0,0,11,,,,,,2.0,75,60,15,8,0,
103,Corey Harris,DET,33,fs/SS,16,16,1,49,0,49,8,,,,,,2.5,81,60,21,1,2,
104,Dhani Jones,NYG,24,LB,15,14,1,1,0,1,4,0,0,2,0,0,,82,60,22,8,0,
105,Joey Porter,PIT,25,lb/ROLB,16,16,4,153,0,84,10,2,0,2,6,0,9.0,88,60,28,9,7,
106,Napoleon Harris,OAK,23,MLB/rilb,15,13,0,0,0,0,2,,,,,,0.5,81,59,22,5,1,
107,Renaldo Hill,ARI,24,lcb/rcb,14,7,2,4,0,3,8,0,0,2,0,0,1.0,63,59,4,1,1,
108,Ty Law,NWE,28,LCB,16,16,4,33,0,29,10,1,0,1,0,0,1.0,76,59,17,3,1,
109,Deltha O'Neal,DEN,25,LCB,16,14,5,70,2,28,9,0,2,1,0,0,,69,59,10,2,0,
110,Junior Seau,SDG,33,LB/rolb,13,13,1,25,0,25,7,1,0,0,0,0,1.5,83,59,24,11,2,
111,Jeremiah Trotter,WAS,25,MLB,12,12,1,2,0,2,4,,,,,,,91,59,32,6,0,
112,Charlie Clemons,NOR,30,lb/MLB,16,15,0,0,0,0,9,0,0,3,0,0,0.5,82,58,24,8,1,
113,Sam Garnes,NYJ,28,SS,16,16,2,65,0,65,8,0,0,1,0,0,0.5,73,58,15,1,0,
114,Quentin Jammer,SDG,23,cb/rcb,14,4,0,0,0,0,10,,,,,,,67,58,9,0,0,
115,Mike Vrabel,NWE,27,LB,16,13,1,0,0,0,5,0,0,2,0,0,4.5,82,58,24,5,4,
116,Tyrone Williams,GNB,29,RCB,15,15,1,0,0,0,8,,,,,,1.0,67,58,9,1,0,
117,Akin Ayodele,JAX,23,lb/lolb,16,3,1,22,0,22,3,2,0,0,0,0,3.0,66,57,9,3,3,
118,David Barrett,ARI,25,RCB,14,14,3,40,0,22,11,1,0,1,21,0,,73,57,16,2,0,
119,Peter Boulware,BAL,28,lolb/ROLB,16,16,1,6,0,6,4,0,0,2,4,0,7.0,73,57,16,13,7,
120,Fernando Bryant,JAX,25,LCB,16,16,1,26,0,26,12,0,0,2,34,0,,59,57,2,1,0,
121,Anthony Henry,CLE,26,db/fs/lcb/rcb,16,10,2,4,0,4,11,3,0,0,0,0,,63,57,6,2,0,
122,Sedrick Hodge,NOR,24,LB,16,15,0,0,0,0,4,0,0,1,0,0,,74,57,17,3,0,
123,Brian Kelly,TAM,26,LCB,16,16,8,68,0,31,21,1,0,0,0,0,1.0,65,57,8,0,1,
124,Mike Rucker,CAR,27,DE,16,15,0,0,0,0,7,4,0,1,0,0,10.0,66,57,9,15,7,1
125,Denard Walker,DEN,29,RCB,16,16,1,8,0,8,10,,,,,,,64,57,7,1,0,
126,Aaron Glenn,HOU,30,LCB,16,16,5,181,2,70,18,,,,,,1.0,67,56,11,1,1,
127,Dexter Jackson,TAM,25,FS,16,16,3,101,0,58,6,0,0,1,0,0,,71,56,15,4,0,
128,Marlon McCree,JAX,25,FS,16,16,6,129,0,53,11,,,,,,1.0,71,56,15,3,1,
129,Eric Warfield,KAN,26,LCB,16,16,4,30,0,19,16,0,1,1,0,0,,64,56,8,0,0,
130,Will Witherspoon,CAR,22,lb/mlb,15,8,0,0,0,0,5,1,0,1,0,0,1.5,71,56,15,3,1,
131,Rosevelt Colvin,CHI,25,LB,16,15,0,0,0,0,9,3,0,1,8,0,10.5,64,55,9,15,6,
132,Matt Stewart,ATL,23,LB,16,13,,,,,,0,0,1,17,0,3.0,59,55,4,8,3,
133,Michael Strahan,NYG,31,DE,16,16,0,0,0,0,2,3,0,1,0,0,11.0,70,55,15,13,10,
134,Dre' Bly,STL,25,RCB,16,16,2,0,0,0,21,4,0,2,33,1,1.0,59,54,5,3,1,
135,Andre Dyson,TEN,23,LCB,16,16,3,27,1,16,14,2,0,0,0,0,1.0,59,54,5,3,1,
136,Kenoy Kennedy,DEN,25,SS,15,15,0,0,0,0,6,,,,,,,68,54,14,1,0,
137,Seth Payne,HOU,27,NT,16,16,0,0,0,0,1,,,,,,1.0,65,54,11,6,1,1
138,Damien Robinson,NYJ,29,FS,15,15,2,12,0,12,6,,,,,,,72,54,18,2,0,
139,Derek Ross,DAL,22,LCB,14,9,5,17,0,12,10,,,,,,,62,54,8,2,0,
140,Shawn Springs,SEA,27,LCB,15,15,3,0,0,0,12,0,0,1,71,0,,59,54,5,2,0,
141,Troy Vincent,PHI,31,LCB,15,15,2,1,0,1,15,,,,,,,66,54,12,2,0,
142,Greg Wesley,KAN,24,SS,13,13,6,170,0,50,8,0,0,1,0,0,1.0,64,54,10,2,1,
143,Mario Edwards,DAL,27,RCB,15,15,2,29,0,29,9,0,0,1,0,0,,57,53,4,2,0,
144,Travis Fisher,STL,23,cb/LCB,14,11,2,0,0,0,9,1,0,1,0,0,,60,53,7,0,0,
145,Deon Grant,CAR,23,FS,16,16,3,16,0,10,16,1,0,1,0,0,,67,53,14,0,0,
146,Levon Kirkland,PHI,33,MLB,16,15,0,0,0,0,6,0,0,1,0,0,,74,53,21,4,0,
147,David Macklin,IND,24,RCB,16,15,1,30,0,30,10,1,0,0,0,0,,62,53,9,2,0,
148,Aaron Smith,PIT,26,DE,16,16,0,0,0,0,2,0,0,3,0,0,5.5,70,53,17,14,5,
149,Pat Williams,BUF,30,RDT,16,16,0,0,0,0,1,1,0,1,0,0,0.5,83,53,30,6,0,
150,Brent Alexander,PIT,31,FS/rcb,16,16,4,37,0,25,8,,,,,,1.0,77,52,25,2,1,
151,Nate Clements,BUF,23,RCB,16,16,6,82,1,42,19,0,1,0,0,0,,65,52,13,1,0,
152,Chris Draft,ATL,26,lb,15,5,2,12,0,9,4,2,0,2,0,0,3.5,66,52,14,8,4,
153,Derrick Gibson,OAK,23,SS,16,11,0,0,0,0,6,0,0,1,0,0,,66,52,14,2,0,
154,Bernardo Harris,BAL,31,RILB,13,10,2,11,0,11,3,,,,,,2.0,64,52,12,4,3,
155,Will Allen,NYG,24,LCB,15,15,1,0,0,0,11,,,,,,,56,51,5,2,0,
156,Ronnie Bradford,MIN,32,FS,16,15,1,20,0,20,3,,,,,,,66,51,15,2,0,
157,Lee Flowers,PIT,29,SS,16,15,2,31,0,25,5,0,0,1,3,0,4.0,72,51,21,5,3,
158,Isaiah Kacyvenski,SEA,25,MLB,9,9,1,27,0,27,1,,,,,,,71,51,20,3,0,
159,Ahmed Plummer,SFO,26,LCB,15,15,1,0,0,0,18,,,,,,,62,51,11,1,0,
160,Dwayne Rudd,CLE,26,LB,16,15,0,0,0,0,1,,,,,,1.0,63,51,12,8,1,
161,Darren Sharper,GNB,27,FS,13,13,7,233,1,89,9,,,,,,,68,51,17,2,0,
162,Antoine Winfield,BUF,25,LCB,13,13,0,0,0,0,7,0,0,1,0,0,,56,51,5,4,0,
163,Brant Boyer,CLE,31,mlb,16,1,1,1,0,1,3,,,,,,3.0,61,50,11,6,3,
164,Jeff Burris,CIN,30,LCB,16,13,1,5,0,5,11,0,0,1,32,0,,62,50,12,2,0,
165,Carlos Emmons,PHI,29,LB,13,13,0,0,0,0,2,0,0,1,44,1,3.5,59,50,9,3,4,
166,Ifeanyi Ohalete,WAS,23,SS,16,10,3,109,1,78,6,0,0,1,0,0,1.0,67,50,17,6,1,
167,Donte Curry,DET,24,LB,16,10,,,,,,4,0,1,0,0,3.0,66,49,17,0,0,
168,Jamie Duncan,STL,27,MLB,16,12,0,0,0,0,1,,,,,,,65,49,16,1,0,
169,Greg Ellis,DAL,27,DE,15,15,1,0,0,0,4,1,0,0,0,0,7.5,66,49,17,7,8,
170,Bobbie Howard,CHI,25,LB,16,9,1,9,0,9,2,,,,,,0.5,63,49,14,3,1,
171,Hardy Nickerson,GNB,37,MLB,16,15,0,0,0,0,3,,,,,,1.5,85,49,36,4,2,
172,Jeff Posey,HOU,27,ROLB,16,9,1,0,0,0,6,2,0,0,0,0,8.0,65,49,16,8,8,
173,Fred Smoot,WAS,23,cb/RCB,16,16,4,12,0,12,14,1,0,0,0,0,,61,49,12,2,0,
174,John Abraham,NYJ,24,DE,16,16,0,0,0,0,2,1,0,0,0,0,10.0,62,48,14,11,9,
175,Tyrone Carter,MIN,26,cb/db/rcb/ss,16,7,1,13,0,13,6,,,,,,,57,48,9,0,0,
176,Jason Craft,JAX,26,RCB,16,16,3,0,0,0,11,2,0,1,0,0,,57,48,9,2,0,
177,Chris McAlister,BAL,25,LCB/rcb,13,12,1,0,0,0,18,0,2,1,0,0,,53,48,5,1,0,
178,Mike McKenzie,GNB,26,LCB,13,13,2,0,0,0,12,0,0,1,0,0,1.0,66,48,18,3,1,
179,Eddie Robinson,BUF,32,LB,16,15,1,21,0,21,8,,,,,,,82,48,34,5,0,
180,David Terrell,WAS,27,FS,16,16,2,41,0,22,7,0,0,1,0,0,,64,48,16,1,0,
181,Jason Belser,KAN,32,fs/ss,16,8,1,45,0,45,1,0,0,2,10,0,,61,47,14,3,0,
182,Henri Crockett,MIN,28,LB,14,11,0,0,0,0,1,0,0,1,0,0,1.0,61,47,14,4,0,
183,Will Demps,BAL,23,fs/ss,14,10,1,18,0,18,7,1,0,0,0,0,1.0,53,47,6,2,0,
184,Barrett Green,DET,25,LB,15,14,0,0,0,0,5,,,,,,1.0,70,47,23,6,1,
185,Tod McBride,GNB,26,lcb/rcb,15,4,1,0,0,0,5,0,0,3,9,0,,54,47,7,0,0,
186,Justin Smith,CIN,23,DE,16,16,0,0,0,0,3,2,0,0,0,0,6.5,59,47,12,9,6,
187,Duane Starks,ARI,28,LCB,10,10,2,3,0,3,8,,,,,,,55,47,8,1,0,
188,Donnie Abraham,NYJ,29,LCB,16,16,4,49,0,23,14,,,,,,,52,46,6,1,0,
189,Tedy Bruschi,NWE,29,lb/mlb,11,9,2,75,2,48,7,1,0,0,0,0,4.5,66,46,20,6,5,
190,Mike Caldwell,CHI,31,lb,16,3,,,,,,0,0,1,0,0,3.0,61,46,15,6,2,
191,Terry Cousin,CAR,27,LCB,16,16,2,4,0,4,18,0,0,1,19,0,1.0,62,46,16,3,1,
192,Chad Eaton,SEA,30,LDT,16,16,0,0,0,0,3,0,0,2,1,1,1.0,71,46,25,7,1,
193,Cory Hall,CIN,26,FS/ss,14,14,1,2,0,2,1,,,,,,2.0,61,46,15,3,2,
194,Derrick Rodgers,MIA,31,LB/lolb,16,15,2,28,0,21,3,,,,,,,76,46,30,2,0,
195,Bobby Taylor,PHI,29,lcb/RCB,16,16,5,43,1,23,14,0,2,2,8,0,,57,46,11,3,0,
196,Jeff Ulbrich,SFO,25,lb/RILB,14,13,,,,,,1,0,0,0,0,1.5,69,46,23,3,2,
197,Marcus Washington,IND,25,LB,15,15,1,40,1,40,3,1,0,1,0,0,2.0,65,46,19,3,2,
198,Tank Williams,TEN,22,SS,16,16,1,0,0,0,6,2,0,1,0,0,2.0,61,46,15,1,2,
199,Andre Carter,SFO,23,DE,16,16,0,0,0,0,4,3,0,1,3,0,12.5,54,45,9,14,10,
200,Daryl Gardener,WAS,29,nt/RDT,15,15,0,0,0,0,3,0,0,2,0,0,4.0,52,45,7,11,4,
201,David Gibson,2TM,25,,16,9,1,0,0,0,5,0,0,1,0,0,1.0,67,45,22,5,1,
202,Jason Gildon,PIT,30,lb/LOLB,16,16,0,0,0,0,4,,,,,,9.0,67,45,22,8,5,
203,Kelly Gregg,BAL,26,NT,16,16,,,,,,,,,,,2.0,56,45,11,9,2,
204,Patrick Kerney,ATL,26,DE,16,16,0,0,0,0,1,0,0,2,4,1,10.5,58,45,13,13,8,
205,Kenny Mixon,MIN,27,DE/nt,16,16,1,6,0,6,6,,,,,,4.5,71,45,26,9,5,
206,Ryan Pickett,STL,23,LDT,16,14,0,0,0,0,4,,,,,,0.5,67,45,22,8,1,
207,Ike Reese,PHI,29,lb,16,3,0,0,0,0,5,,,,,,1.5,54,45,9,3,1,
208,Jason Taylor,MIA,28,DE,16,16,0,0,0,0,8,7,0,2,5,0,18.5,69,45,24,17,14,
209,Dewayne Washington,PIT,30,fs/RCB,16,16,3,51,0,28,17,0,0,1,0,0,,55,45,10,2,1,
210,Hugh Douglas,PHI,31,DE,16,16,0,0,0,0,2,,,,,,12.5,51,44,7,20,11,
211,John Henderson,JAX,23,ldt/rdt,16,13,0,0,0,0,6,1,0,2,6,0,6.5,53,44,9,10,7,
212,Kevin Kaesviharn,CIN,26,cb/lcb/rcb,16,5,2,17,0,17,10,1,0,0,0,0,,51,44,7,0,0,
213,Earl Little,CLE,29,fs/ss,13,9,4,17,0,7,8,0,1,0,0,0,,63,44,19,2,0,
214,Gerald McBurrows,ATL,29,fs/SS,15,14,2,36,0,19,5,,,,,,0.5,55,44,11,1,0,
215,Tyrone Poole,DEN,30,db/lcb/te,16,4,0,0,0,0,10,0,1,0,0,0,1.0,54,44,10,2,0,
216,Mike Rumph,SFO,23,lcb,16,1,0,0,0,0,7,,,,,,,49,44,5,3,0,
217,Otis Smith,NWE,37,RCB,14,13,2,21,0,22,7,0,0,1,0,0,,53,44,9,3,0,
218,Grant Wistrom,STL,26,DE,15,14,1,2,0,2,4,0,0,2,1,0,4.5,47,44,3,8,4,
219,Nick Harper,IND,28,lcb,16,1,0,0,0,0,5,,,,,,,49,43,6,0,0,
220,John Holecek,ATL,30,LB,12,11,,,,,,,,,,,1.0,53,43,10,2,1,
221,Orlando Huff,SEA,24,mlb,16,7,1,0,0,0,5,,,,,,,57,43,14,1,0,
222,Michael Lewis,PHI,22,ss,14,4,1,0,0,0,1,4,0,3,2,0,1.0,49,43,6,1,1,
223,Tommy Polley,STL,24,LB/rolb,12,11,0,0,0,0,2,2,0,1,0,0,,58,43,15,1,0,
224,Jason Sehorn,NYG,31,cb/rcb,16,5,2,31,1,31,14,,,,,,,47,43,4,0,0,
225,Alshermond Singleton,TAM,27,LB,16,14,1,0,0,0,4,1,0,0,0,0,1.0,63,43,20,2,0,
226,Marques Anderson,GNB,23,fs/SS,14,11,4,114,2,78,7,0,0,2,0,0,,62,42,20,1,0,
227,Chad Brown,SEA,32,LB,8,8,0,0,0,0,2,,,,,,6.0,50,42,8,7,4,
228,Keion Carpenter,ATL,25,FS/lcb,16,16,4,82,1,41,10,0,0,1,0,0,,47,42,5,2,0,
229,Canute Curtis,CIN,28,LB,16,11,,,,,,,,,,,,51,42,9,6,0,
230,Jason Ferguson,NYJ,28,NT/rdt,16,16,0,0,0,0,2,,,,,,3.0,63,42,21,4,2,
231,Ray Lewis,BAL,27,rilb,5,5,2,4,0,4,3,1,0,1,0,0,,57,42,15,3,0,
232,Willie McGinest,NWE,31,de/dt/lb,16,10,1,2,0,2,10,,,,,,5.5,62,42,20,10,5,
233,Dat Nguyen,DAL,27,MLB,8,8,0,0,0,0,1,,,,,,1.0,52,42,10,6,1,
234,Izell Reese,DEN,28,FS,15,15,0,0,0,0,4,,,,,,0.5,54,42,12,1,1,
235,Chris Watson,BUF,25,db/lcb,14,8,1,0,0,0,7,,,,,,,49,42,7,1,0,
236,Ashley Ambrose,ATL,32,cb/RCB,16,16,3,25,0,24,13,,,,,,,43,41,2,1,0,
237,Ray Buchanan,ATL,31,LCB,12,11,2,9,0,9,12,,,,,,,46,41,5,0,0,
238,Don Davis,STL,30,lb/lolb/mlb,16,7,1,29,0,29,2,,,,,,,47,41,6,2,0,
239,Darren Hambrick,CLE,27,LB,16,15,1,6,0,6,3,,,,,,,56,41,15,3,0,
240,Tory James,OAK,29,CB/rcb,14,13,4,35,0,27,19,,,,,,,45,41,4,3,0,
241,Lance Johnstone,MIN,29,DE,16,16,0,0,0,0,1,0,0,1,0,0,7.0,51,41,10,9,7,
242,Ben Leber,SDG,24,LB/lolb,16,14,0,0,0,0,1,3,0,0,0,0,5.0,50,41,9,7,3,
