Player;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991
Leonard Davis;;;;;;950.000;910.000;;;;;10.079.417;6.774.417;5.775.417;6.457.249;3.423.249;2.490.249;;;;;;;;;;
Leonard Floyd;3.587.014;2.869.611;;;;;;;;;;;;;;;;;;;;;;;;;
Leonard Fournette;4.936.516;;;;;;;;;;;;;;;;;;;;;;;;;;
Leonard Hankerson;;;43.823;812.219;731.594;641.594;526.594;;;;;;;;;;;;;;;;;;;;
Leonard Johnson;695.000;600.000;155.294;572.500;482.500;392.500;;;;;;;;;;;;;;;;;;;;;
Leonard Pope;;;;;;540.000;785.000;630.000;535.000;637.667;552.667;467.667;;;;;;;;;;;;;;;
Leonard Wester;546.666;456.666;;;;;;;;;;;;;;;;;;;;;;;;;
Leonard Williams;5.081.146;4.234.288;3.387.430;;;;;;;;;;;;;;;;;;;;;;;;
Leonte Carroo;735.097;625.097;;;;;;;;;;;;;;;;;;;;;;;;;
LeQuan Lewis;;;;;;219.375;;;;;;;;;;;;;;;;;;;;;
Le'Raven Clark;746.433;633.433;;;;;;;;;;;;;;;;;;;;;;;;;
Lerentee McCray;2.000.000;675.000;515.668;425.666;293.666;;;;;;;;;;;;;;;;;;;;;;
LeRon McClain;;;;;3.083.333;1.833.333;1.500.000;2.396.000;553.000;463.000;378.000;;;;;;;;;;;;;;;;
LeRon McCoy;;;;;;;;;;;296.470;208.333;243.333;;;;;;;;;;;;;;
Leroy Harris;;;;;937.500;3.950.000;2.250.000;661.250;571.250;481.250;396.250;;;;;;;;;;;;;;;;
Leroy Hill;;;;;;1.600.000;835.000;2.000.000;5.400.000;1.068.250;576.250;491.250;371.250;;;;;;;;;;;;;;
LeSean McCoy;10.375.000;7.675.000;5.500.000;9.700.000;4.950.000;2.770.030;867.530;1.094.530;867.530;;;;;;;;;;;;;;;;;;
LeShaun Sims;599.546;509.546;;;;;;;;;;;;;;;;;;;;;;;;;
LeShun Daniels;164.118;;;;;;;;;;;;;;;;;;;;;;;;;;
Lestar Jean;;;;;556.667;391.667;376.667;;;;;;;;;;;;;;;;;;;;
Leterrius Walton;644.232;554.232;464.232;;;;;;;;;;;;;;;;;;;;;;;;
Letroy Guion;;3.516.666;2.485.294;985.000;2.800.000;1.300.000;644.175;514.175;429.175;339.175;;;;;;;;;;;;;;;;;
Le'Veon Bell;12.120.000;1.197.347;1.032.082;936.500;749.200;;;;;;;;;;;;;;;;;;;;;;
Levi Brown;;;;;1.736.397;2.650.000;9.420.000;5.867.500;3.315.000;6.687.500;2.210.000;;;;;;;;;;;;;;;;
Levi Horn;;;;;;;375.000;;;;;;;;;;;;;;;;;;;;
Levi Jones;;;;;;;;;460.000;5.266.666;5.016.666;5.895.000;1.890.000;1.725.000;1.385.000;2.970.000;;;;;;;;;;;
Levine Toilolo;2.500.000;1.746.146;660.146;570.146;480.146;;;;;;;;;;;;;;;;;;;;;;
Lewis Neal;218.823;;;;;;;;;;;;;;;;;;;;;;;;;;
Lex Hilliard;;;;;322.900;412.941;525.000;395.000;310.000;;;;;;;;;;;;;;;;;;
Linden Gaydosh;;;;;288.000;;;;;;;;;;;;;;;;;;;;;;
Linval Joseph;7.050.000;6.350.000;4.600.000;6.600.000;1.012.000;922.000;787.000;1.544.500;;;;;;;;;;;;;;;;;;;
Lionel Dotson;;;;;;700.000;555.000;255.000;395.070;305.070;;;;;;;;;;;;;;;;;
Lionel Gates;;;;;;;;;;;;;241.333;;;;;;;;;;;;;;
Lofa Tatupa;;;;;;;;7.216.666;3.196.666;2.366.666;885.000;800.000;630.000;;;;;;;;;;;;;;
Logan Mankins;;;7.000.000;6.250.000;10.000.000;7.000.000;5.500.000;724.708;2.200.000;1.400.000;1.300.000;1.170.000;1.030.000;;;;;;;;;;;;;;
Logan Paulsen;364.705;760.000;2.116.668;2.236.666;996.666;543.333;453.333;323.333;;;;;;;;;;;;;;;;;;;
Logan Payne;;;;;;;375.000;;;211.176;16.764;;;;;;;;;;;;;;;;
Logan Ryan;8.666.666;1.811.813;745.813;655.813;545.813;;;;;;;;;;;;;;;;;;;;;;
Logan Thomas;752.500;237.500;152.500;528.023;;;;;;;;;;;;;;;;;;;;;;;
Lomas Brown;;;;;;;;;;;;;;;;1.091.666;;;;;;;;;;;
London Fletcher;;;;;6.200.000;2.450.000;7.100.000;7.100.000;4.350.000;3.440.000;3.010.000;4.900.000;3.900.000;3.400.000;2.400.000;1.325.000;1.115.000;485.500;;158.000;;;;;;;
Lonie Paxton;;;;;;;1.047.600;1.037.600;927.600;880.000;781.000;646.000;601.000;596.000;511.000;375.000;298.000;193.000;;;;;;;;;
Lonnie Ballentine;;536.474;370.768;314.474;;;;;;;;;;;;;;;;;;;;;;;
Lonnie Pryor;;;;;142.941;;;;;;;;;;;;;;;;;;;;;;
Lonyae Miller;;;;;;;;94.117;;;;;;;;;;;;;;;;;;;
Lorenzo Alexander;3.000.000;600.000;870.000;1.455.000;1.165.000;800.000;950.000;950.000;460.000;370.000;285.000;;;;;;;;;;;;;;;;
Lorenzo Booker;;;;;;540.000;555.000;658.750;568.750;478.750;393.750;;;;;;;;;;;;;;;;
Lorenzo Doss;;574.303;484.303;;;;;;;;;;;;;;;;;;;;;;;;
Lorenzo Mauldin;801.504;711.504;603.504;;;;;;;;;;;;;;;;;;;;;;;;
Lorenzo Taliaferro;;675.146;460.204;481.381;;;;;;;;;;;;;;;;;;;;;;;
Lorenzo Washington;;;;;;;375.000;;;;;;;;;;;;;;;;;;;;
Louis Delmas;;;2.297.375;3.500.000;1.215.000;1.747.000;1.382.500;1.830.500;855.000;;;;;;;;;;;;;;;;;;
Louis Murphy;289.412;;987.500;469.412;620.000;1.260.000;592.000;507.000;422.000;;;;;;;;;;;;;;;;;;
Louis Nix;;;;467.460;;;;;;;;;;;;;;;;;;;;;;;
Louis Trinca-Pasat;;348.000;76.764;;;;;;;;;;;;;;;;;;;;;;;;
Louis Vasquez;;;6.250.000;7.250.000;3.250.000;1.458.625;723.625;593.625;508.625;;;;;;;;;;;;;;;;;;
Louis Young;;158.823;435.000;;;;;;;;;;;;;;;;;;;;;;;;
Lousaka Polite;;;;;;;;1.300.000;1.000.000;570.000;435.000;350.000;230.000;73.950;;;;;;;;;;;;;
Lucas Nix;;;;;484.166;394.166;;;;;;;;;;;;;;;;;;;;;
Lucas Patrick;465.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucky Whitehead;36.176;528.333;438.333;;;;;;;;;;;;;;;;;;;;;;;;
Luis Castillo;;;;;;;5.600.000;8.292.000;8.058.500;6.983.500;1.407.000;1.258.500;1.030.000;;;;;;;;;;;;;;
Luke Bowanko;690.000;623.513;533.513;443.513;;;;;;;;;;;;;;;;;;;;;;;
Luke Joeckel;7.250.000;6.745.963;5.782.254;4.818.545;3.854.836;;;;;;;;;;;;;;;;;;;;;;
Luke Kuechly;12.763.324;6.000.000;6.697.018;3.430.528;2.858.773;2.287.018;;;;;;;;;;;;;;;;;;;;;
Luke Lawton;;;;;;;;;409.117;445.000;360.000;;;73.950;;;;;;;;;;;;;
Luke Marquardt;;;;;289.666;;;;;;;;;;;;;;;;;;;;;;
Luke McCown;;1.250.000;665.000;635.000;555.000;540.000;1.800.000;2.500.000;3.750.000;605.000;510.000;425.000;415.000;340.000;;;;;;;;;;;;;
Luke Petitgout;;;;;;;;;;;4.050.000;6.290.000;5.540.000;2.435.000;2.155.000;1.225.000;1.164.000;1.050.000;;;;;;;;;
Luke Rhodes;540.000;105.880;;;;;;;;;;;;;;;;;;;;;;;;;
Luke Stocker;244.853;1.600.000;1.500.000;763.172;673.172;583.172;493.172;;;;;;;;;;;;;;;;;;;;
Luke Willson;1.800.000;1.715.633;629.633;539.633;449.633;;;;;;;;;;;;;;;;;;;;;;
Luther Robinson;;;;293.647;;;;;;;;;;;;;;;;;;;;;;;
Lydon Murtha;;;;;;1.927.000;480.000;395.000;323.200;;;;;;;;;;;;;;;;;;
Lyle Sendlein;;;2.000.000;4.125.000;3.675.000;1.975.000;2.350.000;1.684.000;460.000;376.250;291.250;;;;;;;;;;;;;;;;
Lynden Trail;;52.940;;;;;;;;;;;;;;;;;;;;;;;;;
M.D. Jennings;;;;;555.833;465.833;375.833;;;;;;;;;;;;;;;;;;;;
Maake Kemoeatu;;;;;3.755.000;3.458.000;2.828.000;1.987.500;4.633.001;4.839.999;3.075.000;2.200.000;1.430.000;380.000;301.000;226.000;;;;;;;;;;;
Macho Harris;;;;;;;600.000;395.000;355.000;;;;;;;;;;;;;;;;;;
Mack Brown;285.880;264.700;;;;;;;;;;;;;;;;;;;;;;;;;
Mack Hollins;623.917;;;;;;;;;;;;;;;;;;;;;;;;;;
Mackensie Alexander;980.979;784.783;;;;;;;;;;;;;;;;;;;;;;;;;
Mackenzy Bernadeau;;;2.824.166;2.924.166;2.039.166;1.812.500;1.209.250;56.250;394.250;304.250;;;;;;;;;;;;;;;;;
Madieu Williams;;;;;;890.000;1.050.000;4.750.667;5.286.667;5.371.667;810.000;725.000;605.000;530.000;;;;;;;;;;;;;
Madison Hedgecock;;;;;;;;1.081.250;957.000;1.300.000;535.000;359.300;239.300;;;;;;;;;;;;;;
Major Wright;;;1.250.000;635.000;1.492.825;709.825;785.225;489.825;;;;;;;;;;;;;;;;;;;
Makinton Dorleant;;132.350;;;;;;;;;;;;;;;;;;;;;;;;;
Malachi Dupre;27.353;;;;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Brown;540.000;450.000;25.588;;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Butler;3.910.000;600.000;510.000;420.000;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Jenkins;7.500.000;5.666.668;5.666.666;2.666.666;4.032.000;3.292.000;2.480.000;5.108.000;1.570.000;;;;;;;;;;;;;;;;;;
Malcolm Johnson;;;437.332;;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Mitchell;507.498;594.498;;;;;;;;;;;;;;;;;;;;;;;;;
Malcolm Sheppard;;;;;;;450.000;320.000;;;;;;;;;;;;;;;;;;;
Malcolm Smith;3.700.000;3.000.000;4.000.000;656.475;566.475;476.475;386.475;;;;;;;;;;;;;;;;;;;;
Malcolm Williams;;;;;;219.375;;;;;;;;;;;;;;;;;;;;;
Malcom Brown;2.076.335;1.730.279;1.384.223;;;;;;;;;;;;;;;;;;;;;;;;
Malcom Floyd;;;4.716.668;3.916.666;2.666.666;2.250.000;2.000.000;3.168.000;1.545.000;445.000;510.000;425.000;71.764;73.850;;;;;;;;;;;;;
Maliek Collins;832.788;670.288;;;;;;;;;;;;;;;;;;;;;;;;;
Malik Hooker;2.222.063;;;;;;;;;;;;;;;;;;;;;;;;;;
Malik Jackson;15.500.000;10.000.000;1.595.403;623.403;533.403;443.403;;;;;;;;;;;;;;;;;;;;;
Malik McDowell;884.625;;;;;;;;;;;;;;;;;;;;;;;;;;
Malliciah Goodman;;;684.272;594.272;504.272;;;;;;;;;;;;;;;;;;;;;;
Mana Silva;;;;;;247.324;;;;;;;;;;;;;;;;;;;;;
Manasseh Garner;27.353;;;;;;;;;;;;;;;;;;;;;;;;;;
Manny Lawson;;;3.100.000;3.100.000;2.400.000;2.100.000;3.500.000;1.677.500;1.967.500;1.690.000;1.502.500;1.110.000;;;;;;;;;;;;;;;
Mansfield Wrotto;;;;;;540.000;;545.000;564.250;474.250;389.250;;;;;;;;;;;;;;;;
Manti Te'o;1.675.000;1.645.770;1.410.660;1.175.550;940.440;;;;;;;;;;;;;;;;;;;;;;
Manuel Johnson;;;;;;;405.000;320.000;;;;;;;;;;;;;;;;;;;
Manuel Ramirez;;;3.000.000;2.416.666;1.231.666;700.000;685.000;1.010.000;570.333;480.333;395.333;;;;;;;;;;;;;;;;
Manuel White;;;;;;;;;;;;;241.250;;;;;;;;;;;;;;
Marc Bulger;;;;;;;;3.800.000;10.500.000;8.500.000;12.800.000;7.373.000;2.795.000;2.705.000;375.000;317.000;226.000;;;;;;;;;;
Marc Colombo;;;;;;;;3.250.000;3.490.000;2.605.000;3.000.000;660.000;455.000;2.257.500;2.427.500;850.000;;;;;;;;;;;
Marc Mariani;;600.000;660.000;201.176;589.850;554.850;464.850;334.850;;;;;;;;;;;;;;;;;;;
Marcedes Lewis;4.250.000;4.000.000;3.850.000;8.250.000;5.750.000;8.750.000;3.850.000;2.080.000;1.437.500;1.485.000;1.237.500;990.000;;;;;;;;;;;;;;;
Marcel Jensen;;;51.176;;;;;;;;;;;;;;;;;;;;;;;;
Marcel Jones;;;;;;402.150;;;;;;;;;;;;;;;;;;;;;
Marcel Reece;;208.235;3.580.838;3.980.838;1.857.485;540.000;450.000;320.000;54.705;34.705;;;;;;;;;;;;;;;;;
Marcell Dareus;5.735.294;12.691.176;7.823.530;6.493.232;5.565.628;4.638.023;3.710.418;;;;;;;;;;;;;;;;;;;;
Marcus Allen;;;;;;;;;;;;;;;;;;;;166.666;;616.666;1.133.333;1.248.333;1.283.333;;1.100.000
Marcus Ball;;154.411;;422.000;;;;;;;;;;;;;;;;;;;;;;;
Marcus Bell;;;;;;;;;;;;1.233.333;933.333;628.000;481.000;392.000;301.000;;;;;;;;;;
Marcus Benard;;;;402.352;481.765;;525.000;395.000;145.883;;;;;;;;;;;;;;;;;;
Marcus Brown;;;;;;;;320.000;;;;;;;;;;;;;;;;;;;
Marcus Burley;;600.000;510.000;420.000;;;;;;;;;;;;;;;;;;;;;;;
Marcus Cannon;3.368.750;6.154.168;2.616.666;1.810.634;637.687;531.406;425.125;;;;;;;;;;;;;;;;;;;;
Marcus Cooper;5.000.000;675.000;585.000;495.000;405.000;;;;;;;;;;;;;;;;;;;;;;
Marcus Cromartie;;600.000;270.000;74.117;47.647;;;;;;;;;;;;;;;;;;;;;;
Marcus Dixon;;;;;;;450.000;320.000;;;;;;;;;;;;;;;;;;;
Marcus Dowtin;;;;;84.706;243.750;;;;;;;;;;;;;;;;;;;;;
Marcus Easley;;1.621.647;1.350.000;730.000;480.000;390.000;534.875;449.875;;;;;;;;;;;;;;;;;;;
Marcus Forston;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Marcus Freeman;;;;;;;;;355.425;;;;;;;;;;;;;;;;;;
Marcus Gilbert;6.367.324;4.068.500;3.256.000;2.391.802;880.204;676.802;586.802;;;;;;;;;;;;;;;;;;;;
Marcus Gilchrist;2.812.500;5.625.000;3.125.000;1.258.600;1.078.800;899.000;719.200;;;;;;;;;;;;;;;;;;;;
Marcus Hamilton;;;;;;;;;;370.000;285.000;;;;;;;;;;;;;;;;
Marcus Hardison;;434.423;521.423;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Harris;;;318.000;303.000;;;;;;;;;;;;;;;;;;;;;;;
Marcus Harrison;;;;;;623.120;1.363.651;633.651;548.651;458.651;;;;;;;;;;;;;;;;;
Marcus Henry;;;;;;;;;88.400;116.200;;;;;;;;;;;;;;;;;
Marcus Howard;;;;;;;;;;336.625;;;;;;;;;;;;;;;;;
Marcus Hudson;;;;;;;;630.000;556.667;466.667;381.667;296.667;;;;;;;;;;;;;;;
Marcus Johnson;465.000;;;;;;;;364.706;825.000;740.000;655.000;535.000;;;;;;;;;;;;;;
Marcus Lattimore;;;;;480.146;;;;;;;;;;;;;;;;;;;;;;
Marcus Mariota;6.603.811;5.503.176;4.402.541;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Martin;1.797.000;822.812;712.812;587.812;;;;;;;;;;;;;;;;;;;;;;;
Marcus Maxey;;;;;;;;;;;;316.066;;;;;;;;;;;;;;;
Marcus Maye;1.191.643;;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus McCauley;;;;;;;;;;566.500;481.500;;;;;;;;;;;;;;;;
Marcus McNeill;;;;;;;10.358.200;941.200;841.000;751.000;666.000;581.000;;;;;;;;;;;;;;;
Marcus Murphy;36.176;542.322;431.674;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Nash;;;;;;;;;;;;;;;;;;486.000;;604.000;;;;;;;
Marcus Paschal;;;;;;;;;;;1.134.117;;;;;;;;;;;;;;;;
Marcus Peters;2.537.020;2.178.217;1.742.574;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Pollard;;;;;;;;;;52.352;860.000;1.731.666;1.531.666;3.109.166;2.171.666;2.185.000;1.435.000;700.000;;1.200.000;;;;;;;
Marcus Rios;136.765;;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Roberson;;145.327;515.000;425.000;;;;;;;;;;;;;;;;;;;;;;;
Marcus Rush;;52.940;;;;;;;;;;;;;;;;;;;;;;;;;
Marcus Sherels;2.000.000;2.000.000;1.250.000;1.000.000;630.000;465.000;375.000;37.647;;;;;;;;;;;;;;;;;;;
Marcus Smith;990.000;2.127.024;1.772.520;1.418.016;;;600.000;593.041;508.041;418.041;;;;;;;;;;;;;;;;;
Marcus Spears;;;;;;2.700.000;1.450.000;1.920.000;1.655.000;1.522.500;1.615.000;1.307.500;2.330.000;;;;;;;;;;;;;;
Marcus Stroud;;;;;;;1.583.120;6.491.666;5.591.666;5.000.000;2.498.333;4.268.333;6.105.333;1.912.107;1.696.092;1.482.000;1.264.062;;;;;;;;;;
Marcus Thigpen;;;;167.647;482.500;392.500;;;;;;;;;;;;;;;;;;;;;
Marcus Thomas;;;;;;;1.000.000;657.000;567.000;477.000;392.000;;;;;;;;;;;;;;;;
Marcus Trufant;;;;;;1.300.000;6.183.333;7.033.333;3.933.333;3.933.333;3.433.333;1.733.333;1.633.333;1.543.333;1.383.333;;;;;;;;;;;;
Marcus Williams;1.938.348;600.000;510.000;222.352;;;;;;;;;;;;;;;;;;;;;;;
Mardy Gilyard;;;;;;465.000;;458.063;;;;;;;;;;;;;;;;;;;
Margus Hunt;2.068.750;1.168.077;1.001.209;834.341;667.473;;;;;;;;;;;;;;;;;;;;;;
Mario Addison;4.354.166;1.620.000;1.020.000;865.000;555.000;348.750;375.000;;;;;;;;;;;;;;;;;;;;
Mario Alford;;92.646;449.776;;;;;;;;;;;;;;;;;;;;;;;;
Mario Butler;;;585.000;318.000;;;;;;;;;;;;;;;;;;;;;;;
Mario Edwards;1.641.044;1.367.537;1.080.264;;;;;;;;;;;;;;;;;;;;;;;;
Mario Fannin;;;;;;393.333;378.333;;;;;;;;;;;;;;;;;;;;
Mario Haggan;;;;;;540.000;2.303.333;1.873.333;1.143.333;605.000;825.000;650.000;380.000;305.000;236.916;;;;;;;;;;;;
Mario Harvey;;;;;438.353;390.000;;;;;;;;;;;;;;;;;;;;;
Mario Henderson;;;;;;;;708.500;618.500;528.500;443.500;;;;;;;;;;;;;;;;
Mario Kurn;;;;;;390.000;;;;;;;;;;;;;;;;;;;;;
Mario Manningham;;;;;2.800.000;2.550.000;1.554.250;624.250;539.250;449.250;;;;;;;;;;;;;;;;;
Mario Williams;;6.500.000;19.400.000;18.800.000;12.400.000;9.800.000;16.200.000;12.000.000;5.275.000;4.750.000;3.375.000;2.900.000;;;;;;;;;;;;;;;
Marion Barber;;;;;;;2.250.000;7.933.000;693.000;2.520.000;508.000;423.000;303.000;;;;;;;;;;;;;;
Marion Grice;;;;345.882;;;;;;;;;;;;;;;;;;;;;;;
Mark Anderson;;;;;;3.500.000;1.375.000;1.759.000;1.049.137;484.137;399.137;314.137;;;;;;;;;;;;;;;
Mark Asper;;;;;310.588;;;;;;;;;;;;;;;;;;;;;;
Mark Barron;11.000.000;6.000.000;2.362.704;902.646;3.287.273;2.630.273;;;;;;;;;;;;;;;;;;;;;
Mark Bradley;;;;;;;;;;;895.000;810.000;690.000;;;;;;;;;;;;;;
Mark Carrier;;;;;;;;;;;;;;;;1.800.000;600.000;1.014.770;;400.000;;1.500.000;1.400.000;850.000;800.000;;650.000
Mark Clayton;;;;;;;539.378;2.277.000;3.185.000;1.915.000;1.670.000;1.465.000;1.180.000;;;;;;;;;;;;;;
Mark Dell;;;;;;;378.333;;;;;;;;;;;;;;;;;;;;
Mark Glowinski;68.333;611.423;521.423;;;;;;;;;;;;;;;;;;;;;;;;
Mark Harrison;;;;;406.000;;;;;;;;;;;;;;;;;;;;;;
Mark Herzlich;695.000;1.400.000;1.200.000;1.000.000;560.000;470.000;380.000;;;;;;;;;;;;;;;;;;;;
Mark Ingram;5.345.000;2.510.000;2.000.000;2.359.875;2.022.750;1.685.625;1.348.500;;;;;;;;;;;;;;;;;;;;
Mark Jones;;;;;;;;;;;;;;13.833;;;;;;;;;;;;;
Mark Nzeocha;506.470;541.087;409.793;;;;;;;;;;;;;;;;;;;;;;;;
Mark Rypien;;;;;;;;;;;;;;;;;477.000;;;200.000;;400.000;175.000;975.000;3.000.000;;1.250.000
Mark Sanchez;1.906.250;2.000.000;3.750.000;2.250.000;12.853.125;7.853.125;17.228.125;8.945.625;10.100.000;;;;;;;;;;;;;;;;;;
Mark Setterstrom;;;;;;;;597.500;460.000;454.667;214.667;284.667;;;;;;;;;;;;;;;
Mark Washington;;;;;;;;;;;67.058;;;;;;;;;;;;;;;;
Markelle Martin;;;;;;415.947;;;;;;;;;;;;;;;;;;;;;
Marko Mitchell;;;;;;;;;320.862;;;;;;;;;;;;;;;;;;
Markus Golden;1.068.636;890.530;712.424;;;;;;;;;;;;;;;;;;;;;;;;
Markus Kuhn;;;671.474;581.474;491.474;401.474;;;;;;;;;;;;;;;;;;;;;
Markus Wheaton;5.250.000;1.818.844;752.844;662.844;552.844;;;;;;;;;;;;;;;;;;;;;;
Markus White;;;;;;465.000;387.721;;;;;;;;;;;;;;;;;;;;
Markus Zusevics;;;;;307.333;394.333;;;;;;;;;;;;;;;;;;;;;
Marlin Jackson;;;;;;;;600.000;2.762.500;1.575.000;1.387.500;1.240.000;1.050.000;;;;;;;;;;;;;;
Marlon Brown;;211.764;572.726;496.666;406.666;;;;;;;;;;;;;;;;;;;;;;
Marlon Humphrey;2.154.087;;;;;;;;;;;;;;;;;;;;;;;;;;
Marlon Mack;569.912;;;;;;;;;;;;;;;;;;;;;;;;;;
Marlon Moore;;;866.666;435.882;296.470;541.668;274.666;321.666;;;;;;;;;;;;;;;;;;;
Marqise Lee;1.646.280;1.411.097;1.175.914;940.731;;;;;;;;;;;;;;;;;;;;;;;
MarQueis Gray;925.000;;403.764;174.705;405.000;;;;;;;;;;;;;;;;;;;;;;
Marquel Lee;528.423;;;;;;;;;;;;;;;;;;;;;;;;;;
Marques Colston;;;6.500.000;8.300.000;4.500.000;3.300.000;4.406.250;4.381.250;3.681.250;3.139.450;368.200;283.200;;;;;;;;;;;;;;;
Marques Hagans;;;;;;;;;;;285.000;275.000;;;;;;;;;;;;;;;
Marquess Wilson;;1.682.787;596.787;506.787;416.787;;;;;;;;;;;;;;;;;;;;;;
Marqueston Huff;;458.823;616.301;526.301;;;;;;;;;;;;;;;;;;;;;;;
Marquette King;2.550.000;5.050.000;1.542.000;570.334;405.333;390.333;;;;;;;;;;;;;;;;;;;;;
Marquez North;;333.000;;;;;;;;;;;;;;;;;;;;;;;;;
Marquez Williams;27.353;;;;;;;;;;;;;;;;;;;;;;;;;;
Marqui Christian;540.000;370.580;;;;;;;;;;;;;;;;;;;;;;;;;
Marquice Cole;;;;;;650.000;;;;;;;;;;;;;;;;;;;;;
Marquis Bundy;31.765;158.820;;;;;;;;;;;;;;;;;;;;;;;;;
Marquis Flowers;690.000;619.670;352.670;439.670;;;;;;;;;;;;;;;;;;;;;;;
Marquis Johnson;;;;;;;375.000;320.000;;;;;;;;;;;;;;;;;;;
Marquis Spruill;;;;345.870;;;;;;;;;;;;;;;;;;;;;;;
Marquise Goodwin;3.250.000;859.719;611.366;674.719;554.719;;;;;;;;;;;;;;;;;;;;;;
Marshal Yanda;9.125.220;4.010.220;6.981.764;8.450.000;7.450.000;3.650.000;4.000.000;1.684.000;627.566;537.566;452.566;;;;;;;;;;;;;;;;
Marshall Faulk;;;;;;;;;;;;3.127.857;4.027.857;7.527.857;2.182.857;3.927.857;4.800.000;2.440.000;;2.700.571;;2.207.571;1.961.071;1.714.571;;;
Marshall McFadden;;;;;95.294;146.250;;;;;;;;;;;;;;;;;;;;;
Marshall Newhouse;1.750.000;1.950.000;1.300.000;805.000;1.360.462;577.462;487.462;427.462;;;;;;;;;;;;;;;;;;;
Marshawn Lynch;2.625.000;;8.500.000;8.000.000;8.500.000;5.500.000;2.140.000;885.000;1.919.848;1.776.025;3.279.875;;;;;;;;;;;;;;;;
Marshay Green;;;;;;465.000;450.000;;;;;;;;;;;;;;;;;;;;
Marshon Lattimore;2.792.647;;;;;;;;;;;;;;;;;;;;;;;;;;
Martavis Bryant;724.805;109.805;499.805;529.805;;;;;;;;;;;;;;;;;;;;;;;
Martellus Bennett;738.971;5.185.000;6.125.000;6.025.000;1.940.000;2.500.000;906.668;821.666;736.666;500.000;;;;;;;;;;;;;;;;;
Martez Wilson;;;;;163.235;629.081;539.081;;;;;;;;;;;;;;;;;;;;
Martin Ifedi;348.000;;;;;;;;;;;;;;;;;;;;;;;;;;
Martin Parker;;;;;;470.000;395.000;;;;;;;;;;;;;;;;;;;;
Martin Rucker;;;;;;700.000;;;;;;;;;;;;;;;;;;;;;
Martin Tevaseu;;;;;;465.000;375.000;320.000;;;;;;;;;;;;;;;;;;;
Martin Wallace;;;;;407.000;;;;;;;;;;;;;;;;;;;;;;
Martrell Spaight;674.487;509.487;391.251;;;;;;;;;;;;;;;;;;;;;;;;
Martrez Milner;;;;;;;;;;;381.575;;;;;;;;;;;;;;;;
Marviel Underwood;;;;;;;;;;;435.000;302.500;337.500;;;;;;;;;;;;;;
Marvin Austin;;;;570.000;;858.136;686.509;;;;;;;;;;;;;;;;;;;;
Marvin Booker;;;;;288.000;;;;;;;;;;;;;;;;;;;;;;
Marvin Hall;328.236;;;;;;;;;;;;;;;;;;;;;;;;;;
Marvin Harrison;;;;;;;;;;13.400.000;12.000.000;8.400.000;4.400.000;4.300.000;6.800.000;2.825.000;2.800.000;3.140.000;;1.165.000;;910.000;;;;;
Marvin Jones;8.600.000;6.600.000;700.700;610.700;520.700;430.700;;;;;;;;;;;;;;;;;;;;;
Marvin McNutt;;;;;338.823;390.000;;;;;;;;;;;;;;;;;;;;;
Marvin Mitchell;;;;;605.000;725.000;525.000;1.101.000;460.000;370.000;217.941;;;;;;;;;;;;;;;;
Marvin Philip;;;;;;;;;245.000;;;294.716;;;;;;;;;;;;;;;
Marvin White;;;;;;;;550.000;460.000;481.875;396.875;;;;;;;;;;;;;;;;
Marwin Evans;540.000;450.000;;;;;;;;;;;;;;;;;;;;;;;;;
Mason Brodine;;;;318.000;;;;;;;;;;;;;;;;;;;;;;;
Mason Crosby;3.600.000;2.400.000;3.550.000;3.400.000;2.350.000;2.400.000;2.250.000;1.124.487;483.487;393.487;308.487;;;;;;;;;;;;;;;;
Mason Foster;2.000.000;1.100.000;481.764;1.562.250;759.374;632.812;506.250;;;;;;;;;;;;;;;;;;;;
Mason Schreck;364.067;;;;;;;;;;;;;;;;;;;;;;;;;;
Mat McBriar;;;;100.588;293.824;825.000;2.200.000;2.050.000;1.750.000;1.400.000;1.100.000;425.000;305.000;230.000;;;;;;;;;;;;;
Mathias Kiwanuka;;;;5.000.000;4.125.000;4.125.000;2.850.000;2.634.750;1.558.750;1.358.750;1.343.750;1.605.000;;;;;;;;;;;;;;;
Matt Asiata;;840.000;800.000;570.000;480.000;390.000;;;;;;;;;;;;;;;;;;;;;
Matt Baker;;;;;;;;;;200.000;;;;;;;;;;;;;;;;;
Matt Barkley;319.117;595.588;592.500;644.257;549.257;;;;;;;;;;;;;;;;;;;;;;
