Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,Lng,R/G,Y/G,Fmb
82,Richie Anderson,NYJ,30,FB,16,15,57,40,70.2%,252,6.3,2,22,2.5,15.8,1
83,Eric Johnson,SFO,22,TE,16,14,64,40,62.5%,362,9.1,3,24,2.5,22.6,1
84,Ricky Proehl,STL,33,wr,16,2,55,40,72.7%,563,14.1,5,37,2.5,35.2,0
85,Lamont Warren,DET,28,rb,16,3,60,40,66.7%,336,8.4,1,36,2.5,21.0,1
86,Greg Comella,NYG,26,FB/te,16,13,55,39,70.9%,253,6.5,1,26,2.4,15.8,2
87,Az-Zahir Hakim,STL,24,wr,16,1,53,39,73.6%,374,9.6,3,33,2.4,23.4,8
88,Koren Robinson,SEA,21,WR,16,13,78,39,50.0%,536,13.7,1,42,2.4,33.5,2
89,Ernie Conwell,STL,29,TE,16,14,52,38,73.1%,431,11.3,4,47,2.4,26.9,2
90,Isaac Byrd,CAR,27,wr,15,5,71,37,52.1%,492,13.3,1,42,2.5,32.8,0
91,Eddie George,TEN,28,RB,16,16,51,37,72.5%,279,7.5,0,25,2.3,17.4,8
92,Shawn Jefferson,ATL,32,wr,16,6,65,37,56.9%,539,14.6,2,48,2.3,33.7,0
93,Tony Martin,ATL,36,WR,11,9,77,37,48.1%,548,14.8,3,63,3.4,49.8,0
94,David Sloan,DET,29,TE,15,15,69,37,53.6%,409,11.1,7,27,2.5,27.3,0
95,Anthony Becht,NYJ,24,TE,16,15,53,36,67.9%,321,8.9,5,24,2.3,20.1,0
96,Kyle Brady,JAX,29,TE,16,16,63,36,57.1%,386,10.7,2,20,2.3,24.1,0
97,Bubba Franks,GNB,23,TE,16,14,49,36,73.5%,322,8.9,9,31,2.3,20.1,0
98,Jacquez Green,TAM,25,WR,12,10,59,36,61.0%,402,11.2,1,35,3.0,33.5,0
99,Mike Alstott,TAM,28,FB/rb,16,16,50,35,70.0%,231,6.6,1,19,2.2,14.4,2
100,Freddie Jones,SDG,27,TE,14,9,60,35,58.3%,388,11.1,4,34,2.5,27.7,0
101,Dave Moore,TAM,32,TE,16,16,53,35,66.0%,285,8.1,4,29,2.2,17.8,0
102,Dwayne Carswell,DEN,29,TE,16,16,56,34,60.7%,299,8.8,4,25,2.1,18.7,0
103,Corey Dillon,CIN,27,RB,16,16,61,34,55.7%,228,6.7,3,17,2.1,14.3,5
104,Dominic Rhodes,IND,22,RB,15,10,55,34,61.8%,224,6.6,0,19,2.3,14.9,6
105,David Terrell,CHI,22,wr,16,6,63,34,54.0%,415,12.2,4,62,2.1,25.9,0
106,Terrence Wilkins,IND,26,wr,11,4,56,34,60.7%,332,9.8,0,28,3.1,30.2,1
107,Snoop Minnis,KAN,24,wr,13,11,67,33,49.3%,511,15.5,1,56,2.5,39.3,0
108,Roland Williams,OAK,26,TE,16,15,53,33,62.3%,298,9.0,3,49,2.1,18.6,0
109,Ken Dilger,IND,30,TE,16,16,54,32,59.3%,343,10.7,1,44,2.0,21.4,2
110,MarTay Jenkins,ARI,26,wr,13,3,54,32,59.3%,518,16.2,3,53,2.5,39.8,5
111,Corey Bradford,GNB,26,fb/wr,16,6,58,31,53.4%,526,17.0,2,56,1.9,32.9,1
112,Eddie Kennison,2TM,28,,13,7,50,31,62.0%,491,15.8,1,65,2.4,37.8,1
113,James Allen,CHI,26,rb,16,7,43,30,69.8%,203,6.8,1,34,1.9,12.7,1
114,Kevin Faulk,NWE,25,rb,15,1,36,30,83.3%,189,6.3,2,28,2.0,12.6,2
115,Quincy Morgan,CLE,24,WR,16,9,72,30,41.7%,432,14.4,2,78,1.9,27.0,3
116,Tony Richardson,KAN,30,FB,14,8,40,30,75.0%,265,8.8,0,47,2.1,18.9,0
117,Lamar Smith,MIA,31,fb/RB,16,16,35,30,85.7%,234,7.8,2,65,1.9,14.6,6
118,Michael Bennett,MIN,23,RB,13,13,38,29,76.3%,226,7.8,1,80,2.2,17.4,0
119,Bobby Engram,SEA,28,wr,16,4,51,29,56.9%,400,13.8,0,31,1.8,25.0,0
120,Travis Minor,MIA,22,,16,0,37,29,78.4%,263,9.1,1,29,1.8,16.4,0
121,Stephen Davis,WAS,27,RB,16,16,37,28,75.7%,205,7.3,0,29,1.8,12.8,6
122,Ron Dugans,CIN,24,wr,16,3,45,28,62.2%,251,9.0,2,31,1.8,15.7,0
123,Chad Johnson,CIN,23,wr,12,3,60,28,46.7%,329,11.8,1,28,2.3,27.4,0
124,Tai Streets,SFO,24,wr,16,3,52,28,53.8%,345,12.3,1,52,1.8,21.6,0
125,Derrick Alexander,KAN,30,wr,13,11,68,27,39.7%,470,17.4,3,46,2.1,36.2,0
126,Jake Reed,MIN,34,,16,0,53,27,50.9%,309,11.4,1,27,1.7,19.3,0
127,Reggie Wayne,IND,23,WR,13,9,49,27,55.1%,345,12.8,0,43,2.1,26.5,0
128,Brad Hoover,CAR,25,fb,16,7,47,26,55.3%,185,7.1,0,19,1.6,11.6,1
129,Alge Crumpler,ATL,24,fb/rb/TE,16,12,41,25,61.0%,330,13.2,3,57,1.6,20.6,1
130,Tim Dwight,SDG,26,wr,10,2,50,25,50.0%,406,16.2,0,78,2.5,40.6,1
131,Marc Edwards,NWE,27,fb/wr,16,13,39,25,64.1%,166,6.6,2,17,1.6,10.4,3
132,Erron Kinney,TEN,24,TE,13,12,42,25,59.5%,263,10.5,1,24,1.9,20.2,0
133,Tywan Mitchell,ARI,26,te,16,4,40,25,62.5%,196,7.8,2,24,1.6,12.3,0
134,Obafemi Ayanbadejo,BAL,26,fb/rb,16,5,33,24,72.7%,121,5.0,1,18,1.5,7.6,1
135,Drew Bennett,TEN,23,wr,14,1,46,24,52.2%,329,13.7,1,50,1.7,23.5,0
136,Edgerrin James,IND,23,rb,6,6,29,24,82.8%,193,8.0,0,27,4.0,32.2,3
137,Jim Kleinsasser,MIN,24,FB,11,11,28,24,85.7%,184,7.7,0,18,2.2,16.7,2
138,Dorsey Levens,GNB,31,rb,15,1,35,24,68.6%,159,6.6,1,19,1.6,10.6,0
139,Cecil Martin,PHI,26,FB,16,15,34,24,70.6%,124,5.2,2,17,1.5,7.8,0
140,Jerome Pathon,IND,26,wr,4,3,32,24,75.0%,330,13.8,2,60,6.0,82.5,0
141,Bobby Shaw,PIT,26,,16,0,44,24,54.5%,409,17.0,2,90,1.5,25.6,1
142,Brandon Stokley,BAL,25,wr,16,5,46,24,52.2%,344,14.3,2,46,1.5,21.5,1
143,Karl Williams,TAM,30,wr,15,3,41,24,58.5%,314,13.1,1,42,1.6,20.9,3
144,Brian Finneran,ATL,25,,16,1,41,23,56.1%,491,21.3,3,52,1.4,30.7,0
145,Terrell Fletcher,SDG,28,,13,0,29,23,79.3%,184,8.0,0,27,1.8,14.2,1
146,Chris Hetherington,CAR,29,fb,16,1,35,23,65.7%,124,5.4,0,15,1.4,7.8,0
147,Stacey Mack,JAX,26,RB,16,11,34,23,67.6%,165,7.2,1,25,1.4,10.3,3
148,Marcus Robinson,CHI,26,wr,5,4,42,23,54.8%,269,11.7,2,34,4.6,53.8,0
149,James Stewart,DET,30,RB,11,10,26,23,88.5%,242,10.5,1,56,2.1,22.0,0
150,Moe Williams,BAL,27,rb,15,2,35,23,65.7%,210,9.1,0,46,1.5,14.0,1
151,Kevan Barlow,SFO,22,,15,0,28,22,78.6%,247,11.2,1,61,1.5,16.5,1
152,Fred Baxter,CHI,30,TE,14,14,44,22,50.0%,148,6.7,2,19,1.6,10.6,0
153,Germane Crowell,DET,25,,5,4,38,22,57.9%,289,13.1,2,46,4.4,57.8,1
154,JaJuan Dawson,CLE,24,,14,0,34,22,64.7%,281,12.8,1,44,1.6,20.1,0
155,Larry Foster,DET,25,wr,13,5,47,22,46.8%,283,12.9,0,36,1.7,21.8,1
156,Travis Henry,BUF,23,RB,13,12,27,22,81.5%,179,8.1,0,40,1.7,13.8,5
157,Kevin Lockett,WAS,27,,16,0,41,22,53.7%,293,13.3,0,34,1.4,18.3,1
158,Anthony Thomas,CHI,24,fb/RB,14,10,30,22,73.3%,178,8.1,0,23,1.6,12.7,0
159,Bert Emanuel,2TM,31,,8,5,45,21,46.7%,246,11.7,0,29,2.6,30.8,0
160,Christian Fauria,SEA,30,TE,16,11,40,21,52.5%,188,9.0,1,30,1.3,11.8,2
161,William Henderson,GNB,30,FB,16,8,28,21,75.0%,193,9.2,0,26,1.3,12.1,0
162,T.J. Houshmandzadeh,CIN,24,wr,12,1,42,21,50.0%,228,10.9,0,23,1.8,19.0,3
163,Richard Huntley,CAR,29,RB,14,9,32,21,65.6%,101,4.8,1,23,1.5,7.2,3
164,Thomas Jones,ARI,23,rb,16,2,24,21,87.5%,151,7.2,0,18,1.3,9.4,2
165,Freddie Mitchell,PHI,23,wr,15,1,43,21,48.8%,283,13.5,1,29,1.4,18.9,0
166,Dedric Ward,MIA,27,wr,13,1,40,21,52.5%,209,10.0,0,20,1.6,16.1,1
167,Robert Wilson,NOR,27,wr,15,1,38,21,55.3%,277,13.2,0,44,1.4,18.5,0
168,Brandon Bennett,CIN,28,rb,16,1,26,20,76.9%,150,7.5,0,15,1.3,9.4,1
169,Sean Dawkins,JAX,30,fb/wr,16,3,49,20,40.8%,234,11.7,0,28,1.3,14.6,1
170,Boo Williams,NOR,22,te,11,4,42,20,47.6%,202,10.1,3,26,1.8,18.4,0
171,Troy Edwards,PIT,24,,16,0,35,19,54.3%,283,14.9,0,57,1.2,17.7,1
172,Lorenzo Neal,CIN,31,FB,16,10,27,19,70.4%,101,5.3,1,12,1.2,6.3,0
173,Jerry Porter,OAK,23,,15,1,37,19,51.4%,220,11.6,0,21,1.3,14.7,0
174,Jon Ritchie,OAK,27,fb/rb,15,10,27,19,70.4%,154,8.1,2,17,1.3,10.3,0
175,Antowain Smith,NWE,29,RB,16,15,28,19,67.9%,192,10.1,1,41,1.2,12.0,4
176,Maurice Smith,ATL,25,RB,16,12,27,19,70.4%,230,12.1,1,79,1.2,14.4,1
177,Chris Thomas,KAN,30,wr,10,5,38,19,50.0%,247,13.0,1,28,1.9,24.7,0
178,Zeron Flemister,WAS,25,te,16,1,29,18,62.1%,196,10.9,2,33,1.1,12.3,0
179,Elvis Joseph,JAX,23,rb/wr,14,3,24,18,75.0%,183,10.2,2,29,1.3,13.1,2
180,Dennis Northcutt,CLE,24,wr,11,7,35,18,51.4%,211,11.7,0,26,1.6,19.2,3
181,Mikhael Ricks,KAN,27,,16,0,30,18,60.0%,252,14.0,1,40,1.1,15.8,0
182,Jed Weaver,MIA,25,te,16,7,25,18,72.0%,215,11.9,2,27,1.1,13.4,1
183,Terry Allen,BAL,33,RB,11,8,20,17,85.0%,68,4.0,0,11,1.5,6.2,1
184,Trung Canidate,STL,24,rb,16,2,23,17,73.9%,154,9.1,0,29,1.1,9.6,3
185,Jameel Cook,TAM,22,fb,16,3,23,17,73.9%,89,5.2,0,16,1.1,5.6,0
186,O.J. Santiago,CLE,27,TE,14,12,27,17,63.0%,153,9.0,2,27,1.2,10.9,0
187,Emmitt Smith,DAL,32,RB,14,14,21,17,81.0%,116,6.8,0,22,1.2,8.3,1
188,Mack Strong,SEA,30,FB,16,13,29,17,58.6%,141,8.3,0,35,1.1,8.8,0
189,Fred Beasley,SFO,27,FB/rb/wr,15,12,28,16,57.1%,99,6.2,0,15,1.1,6.6,1
190,Doug Chapman,MIN,24,rb,16,3,19,16,84.2%,135,8.4,1,38,1.0,8.4,1
191,Chris Fuamatu-Ma'afala,PIT,24,rb,16,5,20,16,80.0%,127,7.9,1,54,1.0,7.9,0
192,Todd Heap,BAL,21,te,12,6,23,16,69.6%,206,12.9,1,24,1.3,17.2,1
193,Reggie Kelly,ATL,24,TE,14,13,29,16,55.2%,142,8.9,0,25,1.1,10.1,0
194,Joel Makovicka,ARI,26,FB/te,16,14,28,16,57.1%,95,5.9,1,25,1.0,5.9,1
195,Michael Wiley,DAL,23,,16,0,27,16,59.3%,99,6.2,1,17,1.0,6.2,1
196,Donnell Bennett,WAS,29,FB,16,14,25,15,60.0%,112,7.5,0,30,0.9,7.0,1
197,Danny Farmer,CIN,24,wr,12,1,23,15,65.2%,228,15.2,1,27,1.3,19.0,1
198,Patrick Hape,DEN,27,fb/te,15,8,19,15,78.9%,96,6.4,3,25,1.0,6.4,0
199,Jackie Harris,DAL,33,TE,13,12,25,15,60.0%,141,9.4,2,28,1.2,10.8,0
200,Brian Kozlowski,ATL,31,,16,0,22,15,68.2%,270,18.0,1,46,0.9,16.9,0
201,Kris Mangum,CAR,28,fb/TE,16,10,27,15,55.6%,89,5.9,2,11,0.9,5.6,0
202,Deuce McAllister,NOR,23,rb,16,4,20,15,75.0%,166,11.1,1,22,0.9,10.4,1
203,Larry Parker,KAN,25,wr,12,4,39,15,38.5%,199,13.3,2,44,1.3,16.6,0
204,Marco Battaglia,2TM,28,,11,1,24,14,58.3%,127,9.1,0,17,1.3,11.5,1
205,Trevor Gaylor,SDG,24,wr,7,3,34,14,41.2%,217,15.5,0,31,2.0,31.0,0
206,Terry Glenn,NWE,27,wr,4,1,24,14,58.3%,204,14.6,1,23,3.5,51.0,0
207,Trevor Insley,IND,24,,11,0,21,14,66.7%,165,11.8,1,26,1.3,15.0,0
208,Patrick Jeffers,CAR,28,,9,0,33,14,42.4%,127,9.1,0,21,1.6,14.1,0
209,Charles Johnson,NWE,29,wr,14,2,24,14,58.3%,111,7.9,1,24,1.0,7.9,0
210,Tony McGee,CIN,30,TE,11,9,30,14,46.7%,148,10.6,1,25,1.3,13.5,0
211,Aaron Shea,CLE,25,rb/te,12,5,20,14,70.0%,86,6.1,0,12,1.2,7.2,0
212,Jermaine Wiggins,NWE,26,te/wr,16,6,21,14,66.7%,133,9.5,4,31,0.9,8.3,0
213,Reidel Anthony,TAM,25,wr,13,4,34,13,38.2%,162,12.5,0,35,1.0,12.5,1
214,Correll Buckhalter,PHI,23,fb/rb,15,6,21,13,61.9%,130,10.0,0,26,0.9,8.7,2
215,Dan Campbell,NYG,25,TE,16,12,25,13,52.0%,148,11.4,1,25,0.8,9.3,0
216,Ki-Jana Carter,WAS,28,,14,0,21,13,61.9%,83,6.4,0,15,0.9,5.9,1
217,Cam Cleeland,NOR,26,te,9,7,22,13,59.1%,138,10.6,4,19,1.4,15.3,1
218,Donald Driver,GNB,26,wr,13,2,19,13,68.4%,167,12.8,1,37,1.0,12.8,0
219,Mike Lucky,DAL,26,te,16,5,21,13,61.9%,96,7.4,1,16,0.8,6.0,0
220,David Martin,GNB,22,te,14,1,20,13,65.0%,144,11.1,1,31,0.9,10.3,0
221,Fred McCrary,SDG,29,FB,16,12,23,13,56.5%,71,5.5,0,12,0.8,4.4,0
222,Harold Morrow,MIN,28,fb,16,2,18,13,72.2%,142,10.9,0,28,0.8,8.9,1
223,J.R. Redmond,NWE,24,,12,0,21,13,61.9%,132,10.2,0,17,1.1,11.0,0
224,Kevin Swayne,NYJ,26,wr,15,2,36,13,36.1%,203,15.6,0,27,0.9,13.5,0
225,Amos Zereoue,PIT,25,,14,0,14,13,92.9%,154,11.8,1,62,0.9,11.0,3
226,Scotty Anderson,DET,22,wr,9,4,34,12,35.3%,211,17.6,1,69,1.3,23.4,0
227,Tim Biakabutuka,CAR,27,rb,5,4,17,12,70.6%,121,10.1,0,47,2.4,24.2,3
228,Jeremy Brigham,OAK,26,rb/te,14,3,17,12,70.6%,85,7.1,1,17,0.9,6.1,0
229,Mark Bruener,PIT,29,TE,9,9,19,12,63.2%,98,8.2,0,21,1.3,10.9,0
230,Albert Connell,NOR,27,wr,11,1,28,12,42.9%,191,15.9,2,46,1.1,17.4,0
231,Terrell Davis,DEN,29,fb/rb,8,8,21,12,57.1%,69,5.8,0,16,1.5,8.6,2
232,Reggie Germany,BUF,23,wr,16,1,21,12,57.1%,203,16.9,0,39,0.8,12.7,0
233,Mike Green,TEN,25,fb,16,1,13,12,92.3%,64,5.3,1,10,0.8,4.0,1
234,Terry Jackson,SFO,25,fb,16,1,14,12,85.7%,91,7.6,2,14,0.8,5.7,1
235,Daimon Shelton,CHI,29,FB,16,9,18,12,66.7%,76,6.3,1,16,0.8,4.8,2
236,Tyrone Wheatley,OAK,29,rb,11,2,16,12,75.0%,61,5.1,1,11,1.1,5.5,3
237,James Williams,SEA,23,wr,6,2,17,12,70.6%,212,17.7,1,49,2.0,35.3,1
238,Tony Carter,DEN,29,,16,6,14,11,78.6%,83,7.5,0,17,0.7,5.2,1
239,John Davis,CHI,28,te,16,7,17,11,64.7%,68,6.2,0,14,0.7,4.3,0
240,Terry Hardy,ARI,25,te,8,6,22,11,50.0%,79,7.2,2,13,1.4,9.9,1
241,Andre King,CLE,28,,7,0,17,11,64.7%,149,13.5,0,48,1.6,21.3,1
242,Jeremy McDaniel,BUF,25,,7,0,14,11,78.6%,129,11.7,0,22,1.6,18.4,0
243,Scottie Montgomery,DEN,23,,8,0,22,11,50.0%,99,9.0,0,23,1.4,12.4,0
244,Jeff Robinson,STL,31,fb/te,16,6,13,11,84.6%,108,9.8,1,26,0.7,6.8,0
245,Justin Swift,SFO,26,te/wr,16,2,11,11,100.0%,66,6.0,1,13,0.7,4.1,0
246,Ricky Watters,SEA,32,rb,5,4,22,11,50.0%,107,9.7,0,34,2.2,21.4,1
247,Darrin Chiaverini,DAL,24,,16,0,32,10,31.3%,107,10.7,2,21,0.6,6.7,0
248,Desmond Howard,DET,31,wr,14,1,14,10,71.4%,133,13.3,1,36,0.7,9.5,1
249,Walter Rasby,WAS,29,TE,16,11,27,10,37.0%,128,12.8,2,27,0.6,8.0,0
250,Steve Smith,CAR,22,wr,15,1,20,10,50.0%,154,15.4,0,33,0.7,10.3,8
251,Aaron Stecker,TAM,26,,13,0,13,10,76.9%,101,10.1,1,35,0.8,7.8,0
252,Stephen Alexander,WAS,26,te,7,5,23,9,39.1%,85,9.4,0,21,1.3,12.1,0
253,D'Wayne Bates,CHI,26,wr,11,1,14,9,64.3%,160,17.8,1,40,0.8,14.5,0
254,Shawn Bryson,BUF,25,rb,15,3,11,9,81.8%,59,6.6,0,23,0.6,3.9,0
255,Chris Cole,DEN,24,wr,16,2,19,9,47.4%,128,14.2,0,21,0.6,8.0,2
256,Rickey Dudley,CLE,29,te,4,4,16,9,56.3%,115,12.8,0,27,2.3,28.8,0
257,Sam Gash,BAL,32,fb,16,4,14,9,64.3%,80,8.9,1,16,0.6,5.0,0
258,Arnold Jackson,ARI,24,wr,16,2,15,9,60.0%,44,4.9,0,16,0.6,2.8,0
259,Bryan Johnson,WAS,23,fb,16,1,11,9,81.8%,129,14.3,0,32,0.6,8.1,0
260,Randy Jordan,OAK,31,,16,0,15,9,60.0%,63,7.0,0,19,0.6,3.9,0
261,Terry Kirby,OAK,31,,11,0,9,9,100.0%,62,6.9,0,9,0.8,5.6,1
262,Chris Walsh,MIN,33,,16,0,14,9,64.3%,67,7.4,0,19,0.6,4.2,0
263,Mike Anderson,DEN,28,rb,16,7,12,8,66.7%,46,5.8,0,16,0.5,2.9,1
264,Jerome Bettis,PIT,29,RB,11,11,10,8,80.0%,48,6.0,0,16,0.7,4.4,3
